Főváros / megye;Település;Szavazókör;Szavazókör címe;
BUDAPEST;Budapest V.ker.;015;Vadász u. 11-13. (Idõsek klubja);
BUDAPEST;Budapest V.ker.;016;Szemere u. 3. (Szt.István Ált.iskola);
BUDAPEST;Budapest V.ker.;017;Szemere u. 5. (Szemere B. Ált. Isk.);
BUDAPEST;Budapest V.ker.;018;Szemere u. 3. (Szt.István Ált.iskola);
BUDAPEST;Budapest V.ker.;019;Falk Miksa u. 28. (Idõsek  klubja);
BUDAPEST;Budapest V.ker.;020;Falk Miksa u. 28. (Idõsek  klubja);
BUDAPEST;Budapest V.ker.;021;Markó u. 18-20. (Xantus János SZKI.);
BUDAPEST;Budapest VI.ker.;001;Bp.VI. Bajcsy-Zs. út 33. Orvosi Rendelõ;
BUDAPEST;Budapest VI.ker.;002;Bp.VI. Podmaniczky utca 8. Diákotthon;
BUDAPEST;Budapest VI.ker.;003;Bp. VI. Podmaniczky utca 8. Diákotthon;
BUDAPEST;Budapest VI.ker.;004; Bp. VI. Lovag utca 9-11. Iskola;
BUDAPEST;Budapest VI.ker.;005;Bp. VI. Lovag utca 9-11. Iskola;
BUDAPEST;Budapest VI.ker.;006;Bp. VI. Lovag u. 9-11. Iskola;
BUDAPEST;Budapest VI.ker.;007;Pethõ S.u.4. Általános Iskola;
BUDAPEST;Budapest VI.ker.;008;Pethõ S. utca 4. Általános Iskola;
BUDAPEST;Budapest VI.ker.;009;Pethõ S.u.4. Általános Iskola;
BUDAPEST;Budapest VI.ker.;010;Szondi utca 11. Orvosi Rendelõ;
BUDAPEST;Budapest VI.ker.;011;Vörösmarty utca 49-51. Általános Iskola;
BUDAPEST;Budapest VI.ker.;012;Vörösmarty utca 49-51. Általános Iskola;
BUDAPEST;Budapest VI.ker.;013;Vörösmarty utca 49-51. Általános Iskola;
BUDAPEST;Budapest VI.ker.;014;Rózsa u. 81-83. Vagyonkezelõ Zrt.;
BUDAPEST;Budapest VI.ker.;015;Szinyei M. u. 7-9. Gimnázium;
BUDAPEST;Budapest VI.ker.;016;Vörösmarty u. 49-51. Általános Iskola;
BUDAPEST;Budapest VI.ker.;017;Szondi u.41. Kereskedelmi Szakközépiskola;
BUDAPEST;Budapest VI.ker.;018;Szondi u. 41. Kereskedelmi Szakközépiskola;
BUDAPEST;Budapest VI.ker.;019;Szondi u. 41. Kereskedelmi Szakközépiskola;
BUDAPEST;Budapest VI.ker.;020;Szinyei M. utca 7-9. Gimnázium;
BUDAPEST;Budapest VI.ker.;021;Szinyei M.u.7-9. Gimnázium;
BUDAPEST;Budapest VI.ker.;022;Munkácsy u. 22-26. Kölcsey Gimnázium;
BUDAPEST;Budapest VI.ker.;023;Munkácsy u. 22-26. Kölcsey Gimnázium;
BUDAPEST;Budapest VI.ker.;024;Munkácsy M. u. 22-26. Kölcsey Gimnázium;
BUDAPEST;Budapest VI.ker.;025;Liszt F. tér 6. Ifjusági Könyvtár;
BUDAPEST;Budapest VI.ker.;026;Eötvös utca 4. ÜSZI;Átjelentkezõk és településszintû lakosok részére kijelölt
BUDAPEST;Budapest VI.ker.;027;Szív utca 19-21. Általános Iskola;
BUDAPEST;Budapest VI.ker.;028;Szív utca 19-21. Általános Iskola;
BUDAPEST;Budapest VI.ker.;029;Felsõ erdõsor 20. Erkel Ferenc Általános Iskola;
BUDAPEST;Budapest VI.ker.;030;Benczúr utca 35/c Idõsek Otthona;
BUDAPEST;Budapest VII.ker.;001;Dob utca 23. (Bölcsõde);
BUDAPEST;Budapest VII.ker.;002;Dob utca 23. (Bölcsõde);
BUDAPEST;Budapest VII.ker.;003;Kertész utca 30. (Iskola);
BUDAPEST;Budapest VII.ker.;004;Kertész utca 30. (Iskola);
BUDAPEST;Budapest VII.ker.;005;Wesselényi utca 38. (Szakközépiskola);
BUDAPEST;Budapest VII.ker.;006;Wesselényi utca 17. (ERöMÛVHÁZ);
BUDAPEST;Budapest VII.ker.;007;Wesselényi utca 17. (ERöMÛVHÁZ);
BUDAPEST;Budapest VII.ker.;008;Wesselényi utca 38.(Szakközépiskola);
BUDAPEST;Budapest VII.ker.;009;Kertész utca 30.(Iskola);
BUDAPEST;Budapest VII.ker.;010;Kertész utca 20.(Gyermekjóléti Központ);Átjelentkezõk és településszintû lakosok részére kijelölt
BUDAPEST;Budapest VII.ker.;011;Erzsébet körút 6. (Polgármesteri Hivatal);
BUDAPEST;Budapest VII.ker.;012;Dob utca 85. (Iskola);
BUDAPEST;Budapest VII.ker.;013;Rózsa utca 32. (Csicsergõ óvoda);
BUDAPEST;Budapest VII.ker.;014;Király utca 97.(Nyugdíjasklub);
BUDAPEST;Budapest VII.ker.;015;Dob utca 85.(Iskola);
BUDAPEST;Budapest VII.ker.;016;Rózsa utca 32. (Csicsergõ Óvoda);
BUDAPEST;Budapest VII.ker.;017;Király utca 97. (Nyugdíjasklub);
BUDAPEST;Budapest VII.ker.;018;Barcsay utca 5. (Madách Gimnázium);
BUDAPEST;Budapest VII.ker.;019;Barcsay utca 5. (Madách Gimnázium);
BUDAPEST;Budapest VII.ker.;020;Rózsa utca 3. (Sportklub);
BUDAPEST;Budapest VII.ker.;021;Alsó erdõsor 14-16. (Általános Iskola);
BUDAPEST;Budapest VII.ker.;022; Alsó erdõsor 14-16. (Általános iskola);
BUDAPEST;Budapest VII.ker.;023;Rózsák tere 6-7. (Brunszvik Óvoda);
BUDAPEST;Budapest VII.ker.;024;Városligeti fasor 39-41. (Magonc Óvoda);
BUDAPEST;Budapest VII.ker.;025;Városligeti fasor 39-41. (Magonc Óvoda);
BUDAPEST;Budapest VII.ker.;026;Hernád utca 42. (Baross Általános Iskola);
BUDAPEST;Budapest VII.ker.;027;Nefelejcs utca 62. (Nefelejcs Óvoda);
BUDAPEST;Budapest VII.ker.;028;Peterdy utca 16. (Nyugdíjasház);
BUDAPEST;Budapest VII.ker.;029;Nefelejcs utca 62. (Nefelejcs Óvoda);
BUDAPEST;Budapest VII.ker.;030;Bethlen Gábor tér 2. (Iskola);
BUDAPEST;Budapest VII.ker.;031;Hernád utca 42. (Baross Általános Iskola);
BUDAPEST;Budapest VII.ker.;032;Bethlen Gábor tér 2. (Iskola);
BUDAPEST;Budapest VII.ker.;033;Hernád utca 42. (Baross Általános Iskola);
BUDAPEST;Budapest VII.ker.;034;István utca 37. (Kópévár Óvoda);
BUDAPEST;Budapest VII.ker.;035;István utca 37. (Kópévár Óvoda);
BUDAPEST;Budapest VII.ker.;036;Garay utca 5. (Polgármesteri Hivatal);
BUDAPEST;Budapest VII.ker.;037;Garay utca 5. (Polgármesteri Hivatal);
BUDAPEST;Budapest VII.ker.;038;Százház utca 10-18. (Közterületfelügyelet);
BUDAPEST;Budapest VIII.ker.;001;Horánszky u. 13. (H13 Diák és Vállfejl. Közp.);
BUDAPEST;Budapest VIII.ker.;002;Horánszky u. 13. (H13 Diák és Vállfejl. Közp.);
BUDAPEST;Budapest VIII.ker.;003;Horánszky u. 13. (H13 Diák és Vállfejl. Közp.);
BUDAPEST;Budapest VIII.ker.;004;Horánszky u. 13. (H13 Diák és Vállfejl. Közp.);
BUDAPEST;Budapest VIII.ker.;005;József krt. 63. (Apáczai Kiadó);
BUDAPEST;Budapest VIII.ker.;006;József krt. 63. (Apáczai Kiadó);
BUDAPEST;Budapest VIII.ker.;007;Práter u. 11. (Szt. Benedek Gim. SzkI. és Koll.);
BUDAPEST;Budapest VIII.ker.;008;Német u. 14. (Németh László Ált. Isk.);
BUDAPEST;Budapest VIII.ker.;009;Somogyi B. u. 9-15. (Molnár Ferenc Ált. Isk.);
BUDAPEST;Budapest VIII.ker.;010;Horánszky u. 13. (H13 Diák és Vállfejl. Közp.);
BUDAPEST;Budapest VIII.ker.;011;Somogyi B. u. 9-15 (Molnár Ferenc Ált. Isk.);
BUDAPEST;Budapest VIII.ker.;012;Tolnai L. u. 11-15. (JEGYMI Ált. Isk. );
BUDAPEST;Budapest VIII.ker.;013;Mátyás tér 15. (Kesztyûgyár );
BUDAPEST;Budapest VIII.ker.;014;Német u. 14.  (Németh László Ált. Isk. );
BUDAPEST;Budapest VIII.ker.;015;Práter u. 11. (Szt. Benedek Gim. SzkI. és Koll.);
BUDAPEST;Budapest VIII.ker.;016;Práter u. 11. (Szt. Benedek Gim. SzkI. és Koll.);
BUDAPEST;Budapest VIII.ker.;017;Práter u. 11. (Szt. Benedek Gim. SzkI. és Koll.);
BUDAPEST;Budapest VIII.ker.;018;Práter u. 11. (Szt. Benedek Gim. SzkI. és Koll.);
BUDAPEST;Budapest VIII.ker.;019;Szûz u. 2. (Százszorszép Óvoda );
BUDAPEST;Budapest VIII.ker.;020;Szûz u. 2. (Százszorszép Óvoda);
BUDAPEST;Budapest VIII.ker.;021;Mátyás tér 15. (Kesztyûgyár );
BUDAPEST;Budapest VIII.ker.;022;Tolnai L. u. 11-15. (JEGYMI Ált. isk. );
BUDAPEST;Budapest VIII.ker.;023;Tolnai L. u. 11-15. (JEGYMI Ált. isk. );
BUDAPEST;Budapest VIII.ker.;024;Tolnai L. u. 11-15. (JEGYMI Ált. isk. );
BUDAPEST;Budapest VIII.ker.;025;Tolnai L. u. 11-15. (JEGYMI Ált. isk. );
BUDAPEST;Budapest VIII.ker.;026;Bezerédi u. 3-5. (FKI KpKK Kiképzõ Bázisa);
BUDAPEST;Budapest VIII.ker.;027;Mátyás tér 15. (Kesztyûgyár );
BUDAPEST;Budapest VIII.ker.;028;Mátyás tér 15. (Kesztyûgyár);
BUDAPEST;Budapest VIII.ker.;029;Koszorú u. 14-16. (Koszorú Napköziotthonos Óvoda);
BUDAPEST;Budapest VIII.ker.;030;Dankó u. 31. (Napsugár Napköziotthonos Óvoda);
BUDAPEST;Budapest VIII.ker.;031;Koszorú u. 14-16. (Koszorú Napköziotthonos Óvoda);
BUDAPEST;Budapest VIII.ker.;032;Csobánc u. 1. (Bókay J. Szakközépisk.);
BUDAPEST;Budapest VIII.ker.;033;Losonci tér 1. (Losonci téri Ált. Isk. );
BUDAPEST;Budapest VIII.ker.;034;Losonci tér 1. (Losonci téri Ált. Isk.);
BUDAPEST;Budapest VIII.ker.;035;Tömõ u. 38/A. (Szivárvány Tagóvoda );
BUDAPEST;Budapest VIII.ker.;036;Tömõ u. 38/A. (Szivárvány Tagóvoda );
BUDAPEST;Budapest VIII.ker.;037;Losonci tér 1. (Losonci téri Ált. Isk.);
BUDAPEST;Budapest VIII.ker.;038;Losonci tér 1. (Losonci téri Ált. Isk.);
BUDAPEST;Budapest VIII.ker.;039;Losonci tér 1. (Losonci téri Ált. Isk.);
BUDAPEST;Budapest VIII.ker.;040;Losonci tér 1. (Losonci téri Ált. Isk.);
BUDAPEST;Budapest VIII.ker.;041;Losonci tér 1. (Losonci téri Ált. Isk.);
BUDAPEST;Budapest VIII.ker.;042;Ludovika tér 1.(Raoul Wallenberg Szki. és Szkisk.);
BUDAPEST;Budapest VIII.ker.;043;Ludovika tér 1.(Raoul Wallenberg Szki. és Szkisk.);
BUDAPEST;Budapest VIII.ker.;044;Csobánc u. 1. (Bókay J. Szakközépisk.);
BUDAPEST;Budapest VIII.ker.;045;Dankó u. 31. (Napsugár Napköziotthonos Óvoda);
BUDAPEST;Budapest VIII.ker.;046;II. János Pál pápa tér 17. (Ciklámen klub);
BUDAPEST;Budapest VIII.ker.;047;II. János Pál pápa tér 17. (Ciklámen klub);
BUDAPEST;Budapest VIII.ker.;048;Bezerédi u. 3-5. (FKI KpKK Kiképzõ Bázisa);
BUDAPEST;Budapest VIII.ker.;049;Csobánc u. 1. (Bókay J. Szakközépisk.);
BUDAPEST;Budapest VIII.ker.;050;Csobánc u. 1. (Bókay J. Szakközépisk.);
BUDAPEST;Budapest VIII.ker.;051;Ludovika tér 1.(Raoul Wallenberg Szki. és Szkisk.);
BUDAPEST;Budapest VIII.ker.;052;Vajda P. u. 25-31. (Vajda Péter Ált. Isk.);
BUDAPEST;Budapest VIII.ker.;053;Ludovika tér 1.(Raoul Wallenberg Szki. és Szkisk.);
BUDAPEST;Budapest VIII.ker.;054;Elnök u. 3. (Mándy I. Szki. és Speciális Szkisk.);
BUDAPEST;Budapest VIII.ker.;055;Vajda P. u. 25-31. (Vajda Péter Ált. Isk.);
BUDAPEST;Budapest VIII.ker.;056;Vajda P. u. 37. (Katica Bölcsöde és Óvoda);
BUDAPEST;Budapest VIII.ker.;057;Százados út 14. (Pitypang Óvoda );
BUDAPEST;Budapest VIII.ker.;058;Százados út 14. (Pitypang Óvoda );
BUDAPEST;Budapest VIII.ker.;059;Százados út 14. (Pitypang Óvoda );
BUDAPEST;Budapest VIII.ker.;060;Százados út 14. (Pitypang Óvoda );
BUDAPEST;Budapest VIII.ker.;061;Ludovika tér 1.(Raoul Wallenberg Szki. és Szkisk.);
BUDAPEST;Budapest VIII.ker.;062;Ludovika tér 1.(Raoul Wallenberg Szki. és Szkisk.);Átjelentkezõk és településszintû lakosok részére kijelölt
BUDAPEST;Budapest IX.ker.;001;Csarnok tér 3-4. (FEV IX ZRT.);
BUDAPEST;Budapest IX.ker.;002;Lónyay u. 4-8. (ÁLTALÁNOS ISKOLA);
BUDAPEST;Budapest IX.ker.;003;Ráday u. 26. (VVF IRODA);
BUDAPEST;Budapest IX.ker.;004;Ráday u. 26. (VVF IRODA);
BUDAPEST;Budapest IX.ker.;005;Lónyay u. 4-8. (ÁLTALÁNOS ISKOLA);
BUDAPEST;Budapest IX.ker.;006;Bakáts tér 12. (ÁLTALÁNOS ISKOLA);
BUDAPEST;Budapest IX.ker.;007;Bakáts tér 12. (ÁLTALÁNOS ISKOLA);
BUDAPEST;Budapest IX.ker.;008;Üllõi út 45.;
BUDAPEST;Budapest IX.ker.;009;Bakáts tér 12. (ÁLTALÁNOS ISKOLA);Átjelentkezõk és településszintû lakosok részére kijelölt
BUDAPEST;Budapest IX.ker.;010;Közraktár utca 24. (ORVOSI RENDELÕ);
BUDAPEST;Budapest IX.ker.;011;Üllõi út 45.;
BUDAPEST;Budapest IX.ker.;012;Liliom utca 15. (ÓVODA);
BUDAPEST;Budapest IX.ker.;013;Liliom utca 15. (ÓVODA);
BUDAPEST;Budapest IX.ker.;014;Viola utca 39. (NEMZETISÉGI ÖNKORMÁNYZAT);
BUDAPEST;Budapest IX.ker.;015;Viola utca 39. (NEMZETISÉGI ÖNKORMÁNYZAT);
BUDAPEST;Budapest IX.ker.;016;Tûzoltó u. 33/A (FERENCVÁROSI TANODA);
BUDAPEST;Budapest IX.ker.;017;Dandár utca 28. (FESZGYI);
BUDAPEST;Budapest IX.ker.;018;Tûzoltó u. 33/A (FERENCVÁROSI TANODA);
BUDAPEST;Budapest IX.ker.;019;Vendel u. 1. (LEÖVEY KLÁRA GIMNÁZIUM);
BUDAPEST;Budapest IX.ker.;020;Vendel u. 1. (LEÖVEY KLÁRA GIMNÁZIUM);
BUDAPEST;Budapest IX.ker.;021;Lenhossék utca 24-28. (POLGÁRMESTERI HIVATAL);
BUDAPEST;Budapest IX.ker.;022;Lenhossék utca 24-28. (POLGÁRMESTERI HIVATAL);
BUDAPEST;Budapest IX.ker.;023;Haller utca 54. (FEV IX ZRT.);
BUDAPEST;Budapest IX.ker.;024;Telepy u. 17. (ÁLTALÁNOS ISKOLA);
BUDAPEST;Budapest IX.ker.;025;Telepy u. 17. (ÁLTALÁNOS ISKOLA);
BUDAPEST;Budapest IX.ker.;026;Telepy u. 17. (ÁLTALÁNOS ISKOLA);
BUDAPEST;Budapest IX.ker.;027;Telepy u. 17. (ÁLTALÁNOS ISKOLA);
BUDAPEST;Budapest IX.ker.;028;Mester utca 19. (Molnár Ferenc Ált. Isk.);
BUDAPEST;Budapest IX.ker.;029;Mester utca 19. (Molnár Ferenc Ált. Isk.);
BUDAPEST;Budapest IX.ker.;030;Dandár utca 28. (FESZGYI);
BUDAPEST;Budapest IX.ker.;031;Mester u. 45. (FESZ RENDELÕ);
BUDAPEST;Budapest IX.ker.;032;Mester u. 67. (ÁLTALÁNOS ISKOLA);
BUDAPEST;Budapest IX.ker.;033;Haller u. 27. (FMK);
BUDAPEST;Budapest IX.ker.;034;Mester u. 45. (FESZ RENDELÕ);
BUDAPEST;Budapest IX.ker.;035;Mester u. 67. (ÁLTALÁNOS ISKOLA);
BUDAPEST;Budapest IX.ker.;036;Mester u. 67. (ÁLTALÁNOS ISKOLA);
BUDAPEST;Budapest IX.ker.;037;Gyáli út 22. (PUSKÁS TIVADAR TECHNIKUM);
BUDAPEST;Budapest IX.ker.;038;Ecseri út 19. (IDÕSEK KLUBJA);
BUDAPEST;Budapest IX.ker.;039;Ecseri út 19. (IDÕSEK KLUBJA);
BUDAPEST;Budapest IX.ker.;040;Kén u. 1. (ÓVODA);
BUDAPEST;Budapest IX.ker.;041;Ifjúmunkás u. 13. (ÁLTALÁNOS ISKOLA);
BUDAPEST;Budapest IX.ker.;042;Dési Huber utca 9. (MANÓ-LAK BÖLCSÕDE);
BUDAPEST;Budapest IX.ker.;043;Ifjúmunkás u. 13. (ÁLTALÁNOS ISKOLA);
BUDAPEST;Budapest IX.ker.;044;Ifjúmunkás u. 13. (ÁLTALÁNOS ISKOLA);
BUDAPEST;Budapest IX.ker.;045;Ifjúmunkás u. 13. (ÁLTALÁNOS ISKOLA);
BUDAPEST;Budapest IX.ker.;046;Ifjúmunkás u. 31. (SZAKKÖZÉPISKOLA);
BUDAPEST;Budapest IX.ker.;047;Ifjúmunkás u. 31. (SZAKKÖZÉPISKOLA);
BUDAPEST;Budapest IX.ker.;048;Ifjúmunkás u. 1. (ÁLTALÁNOS ISKOLA);
BUDAPEST;Budapest IX.ker.;049;Ifjúmunkás u. 1. (ÁLTALÁNOS ISKOLA);
BUDAPEST;Budapest IX.ker.;050;Toronyház utca 21. (ÁLTALÁNOS ISKOLA);
BUDAPEST;Budapest IX.ker.;051;Toronyház utca 21. (ÁLTALÁNOS ISKOLA);
BUDAPEST;Budapest IX.ker.;052;Toronyház utca 21. (ÁLTALÁNOS ISKOLA);
BUDAPEST;Budapest IX.ker.;053;Toronyház utca 21. (ÁLTALÁNOS ISKOLA);
BUDAPEST;Budapest X.ker.;001;Hungária krt. 5-7. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;002;Hungária krt. 5-7. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;003;MÁV telep 38. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;004;Salgótarjáni út 53/B. (Szakközép Isk.);
BUDAPEST;Budapest X.ker.;005;Salgótarjáni út 53/B. (Szakközép Isk.);
BUDAPEST;Budapest X.ker.;006;Kõbányai út 38. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;007;Kõbányai út 38. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;008;Kõbányai út 38. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;009;Bihari út 15. (Vöröskereszt);
BUDAPEST;Budapest X.ker.;010;Üllõi út 118. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;011;Üllõi út 118. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;012;Zágrábi u. 13/A (Óvoda);
BUDAPEST;Budapest X.ker.;013;Üllõi út 128. (Felnõtt-orvosi Rendelõ);
BUDAPEST;Budapest X.ker.;014;Üllõi út 118. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;015;Szent László tér 1. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;016;Szent László tér 1. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;017;Szent László tér 1. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;018;Szent László tér 1. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;019;Szent László tér 1. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;020;Szent László tér 1. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;021;Kõrösi Csoma Sándor út 28. (Szt. László Gimn.);
BUDAPEST;Budapest X.ker.;022;Elõd u. 1. (Köszi);
BUDAPEST;Budapest X.ker.;023;Elõd u. 1. (Köszi);
BUDAPEST;Budapest X.ker.;024;Kõrösi Csoma Sándor út 28. (Szt. László Gimn.);
BUDAPEST;Budapest X.ker.;025;Keresztúri út 7-9. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;026;Keresztúri út 7-9. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;027;Keresztúri út 7-9. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;028;Keresztúri út 7-9. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;029;Keresztúri út 7-9. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;030;Keresztúri út 7-9. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;031;Keresztúri út 7-9. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;032;Keresztúri út 7-9. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;033;Vaspálya u. 8-10. (Rece-Fice Óvoda);
BUDAPEST;Budapest X.ker.;034;Szent László tér 7-14. (Kõrösi Kultúrális Központ);
BUDAPEST;Budapest X.ker.;035;Szent László tér 7-14. (Kõrösi Kulturális Központ);Átjelentkezõk és településszintû lakosok részére kijelölt
BUDAPEST;Budapest X.ker.;036;Vaspálya u. 8-10. (Rece-Fice Óvoda);
BUDAPEST;Budapest X.ker.;037;Martinovics tér 12. (Tûzoltóság);
BUDAPEST;Budapest X.ker.;038;Vaspálya u. 8-10. (Rece-Fice Óvoda);
BUDAPEST;Budapest X.ker.;039;Elõd u.1. (Köszi);
BUDAPEST;Budapest X.ker.;040;Elõd u.1. (Köszi);
BUDAPEST;Budapest X.ker.;041;Mádi utca 94. (Óvoda);
BUDAPEST;Budapest X.ker.;042;Mádi utca 94. (Óvoda);
BUDAPEST;Budapest X.ker.;043;Harmat u. 88. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;044;Harmat u. 88. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;045;Harmat u. 88. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;046;Kada u. 27-29. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;047;Kada u. 27-29. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;048;Kada u. 27-29. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;049;Kada u. 27-29. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;050;Maglódi út 8. (Óvoda);
BUDAPEST;Budapest X.ker.;051;Kada u. 27-29. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;052;Harmat u. 88. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;053;Harmat u. 88. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;054;Harmat u. 88. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;055;Harmat u. 88. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;056;Mádi u. 173. (Zrínyi Miklós Gimnázium);
BUDAPEST;Budapest X.ker.;057;Mádi u. 173. (Zrínyi Miklós Gimnázium);
BUDAPEST;Budapest X.ker.;058;Mádi u. 173. (Zrínyi Miklós Gimnázium);
BUDAPEST;Budapest X.ker.;059;Újhegyi sétány 1-3. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;060;Újhegyi sétány 1-3. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;061;Újhegyi sétány 1-3. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;062;Újhegyi sétány 1-3. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;063;Harmat u. 196-198. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;064;Harmat u. 196-198. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;065;Újhegyi sétány 1-3. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;066;Újhegyi sétány 1-3. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;067;Újhegyi sétány 1-3. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;068;Mádi u. 173. (Zrínyi Miklós Gimnázium);
BUDAPEST;Budapest X.ker.;069;Harmat u. 196-198. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;070;Harmat u. 196-198. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;071;Harmat u. 196-198. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;072;Harmat u. 196-198. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;073;Mádi u. 173. (Zrínyi Miklós Gimnázium);
BUDAPEST;Budapest X.ker.;074;Harmat u. 196-198. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;075;Jászberényi út 89. (Ált. Isk.);
BUDAPEST;Budapest X.ker.;076;Jászberényi út 89. (Ált. Isk.);
BUDAPEST;Budapest XI.ker.;001;Bartók Béla út 27. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;002;Köbölkút utca 27-29. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;003;Köbölkút utca 27-29. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;004;Köbölkút utca 27-29. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;005;Köbölkút utca 27-29. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;006;Bartók Béla út 27. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;007;Bartók Béla út 27. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;008;Bartók Béla út 27. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;009;Bartók Béla út 27. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;010;Egry József utca 3-11. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;011;Egry József utca 3-11. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;012;Egry József utca 3-11. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;013;Egry József utca 3-11. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;014;Egry József utca 3-11. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;015;Egry József utca 3-11. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;016;Bogdánfy utca 5/B. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;017;Bogdánfy utca 5/B. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;018;Baranyai utca 16-18. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;019;Baranyai utca 16-18. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;020;Baranyai utca 16-18. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;021;Váli utca 1. (Gimnázium);
BUDAPEST;Budapest XI.ker.;022;Váli utca 1. (Gimnázium);
BUDAPEST;Budapest XI.ker.;023;Váli utca 1. (Gimnázium);
BUDAPEST;Budapest XI.ker.;024;Váli utca 1. (Gimnázium);
BUDAPEST;Budapest XI.ker.;025;Váli utca 1. (Gimnázium);
BUDAPEST;Budapest XI.ker.;026;Baranyai utca 16-18. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;027;Baranyai utca 16-18. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;028;Baranyai utca 16-18. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;029;Bocskai út 47-49. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;030;Bocskai út 47-49. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;031;Aga utca 10. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;032;Aga utca 10. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;033;Bocskai út 47-49. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;034;Bocskai út 47-49. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;035;Bocskai út 47-49. (Ált.Isk.);Átjelentkezõk és településszintû lakosok részére kijelölt
BUDAPEST;Budapest XI.ker.;036;Bocskai út 47-49. (Ált.Isk.);
BUDAPEST;Budapest XI.ker.;037;Zólyomi út 20-22. (Óvoda);
