Főváros / megye;Település;Szavazókör;Szavazókör címe;Szélességi fok; Hosszúsági fok
BUDAPEST;Budapest XII. ker.;41;Budapest, Virányos út 48, 1125 Hungary;47,5161019;18,9909049
BUDAPEST;Budapest XII. ker.;42;Budapest, Kútvölgyi út 16, 1125 Hungary;47,5115071;19,0014559
BUDAPEST;Budapest XII. ker.;43;Budapest, Kútvölgyi út 16, 1125 Hungary;47,5115071;19,0014559
BUDAPEST;Budapest XII. ker.;44;Budapest, Hollós út 5, 1121 Hungary;47,4989378;18,9889668
BUDAPEST;Budapest XII. ker.;45;Budapest, Diana u. 4, 1125 Hungary;47,4996145;18,9921797
BUDAPEST;Budapest XII. ker.;46;Budapest, Diana u. 4, 1125 Hungary;47,4996145;18,9921797
BUDAPEST;Budapest XII. ker.;47;Budapest, Rácz Aladár út 5, 1121 Hungary;47,483004;18,9961073
BUDAPEST;Budapest XII. ker.;48;Budapest, Csaba u. 16c, 1122 Hungary;47,5046839;19,0202752
BUDAPEST;Budapest XII. ker.;49;Budapest, Városmajor u. 59, 1122 Hungary;47,5069241;19,014972
BUDAPEST;Budapest XII. ker.;50;Budapest, Kútvölgyi út 16, 1125 Hungary;47,5115071;19,0014559
BUDAPEST;Budapest XII. ker.;51;Budapest, Virányos út 48, 1125 Hungary;47,5161019;18,9909049
BUDAPEST;Budapest XII. ker.;52;Budapest, Diana u. 4, 1125 Hungary;47,4996145;18,9921797
BUDAPEST;Budapest XII. ker.;53;Budapest, Zugligeti út 113, 1121 Hungary;47,511395;18,971221
BUDAPEST;Budapest XII. ker.;54;Budapest, Virányos út 48, 1125 Hungary;47,5161019;18,9909049
BUDAPEST;Budapest XII. ker.;55;Budapest, Városmajor u. 59, 1122 Hungary;47,5069241;19,014972
BUDAPEST;Budapest XIII. ker.;1;Budapest, Radnóti Miklós u. 8-10, 1137 Hungary;47,5140144;19,0560643
BUDAPEST;Budapest XIII. ker.;2;Budapest, Radnóti Miklós u. 8-10, 1137 Hungary;47,5140144;19,0560643
BUDAPEST;Budapest XIII. ker.;3;Budapest, Radnóti Miklós u. 8-10, 1137 Hungary;47,5140144;19,0560643
BUDAPEST;Budapest XIII. ker.;4;Budapest, Hollán Ernő u. 21b, 1136 Hungary;47,5155179;19,0512527
BUDAPEST;Budapest XIII. ker.;5;Budapest, Tátra u. 11, 1136 Hungary;47,5143363;19,0514712
BUDAPEST;Budapest XIII. ker.;6;Budapest, Tátra u. 11, 1136 Hungary;47,5143363;19,0514712
BUDAPEST;Budapest XIII. ker.;7;Budapest, Radnóti Miklós u. 35, 1137 Hungary;47,5159231;19,0509777
BUDAPEST;Budapest XIII. ker.;8;Budapest, Hollán Ernő u. 21b, 1136 Hungary;47,5155179;19,0512527
BUDAPEST;Budapest XIII. ker.;9;Budapest, Hollán Ernő u. 21b, 1136 Hungary;47,5155179;19,0512527
BUDAPEST;Budapest XIII. ker.;10;Budapest, Radnóti Miklós u. 8-10, 1137 Hungary;47,5140144;19,0560643
BUDAPEST;Budapest XIII. ker.;11;Budapest, Radnóti Miklós u. 8-10, 1137 Hungary;47,5140144;19,0560643
BUDAPEST;Budapest XIII. ker.;12;Budapest, Radnóti Miklós u. 8-10, 1137 Hungary;47,5140144;19,0560643
BUDAPEST;Budapest XIII. ker.;13;Budapest, Radnóti Miklós u. 35, 1137 Hungary;47,5159231;19,0509777
BUDAPEST;Budapest XIII. ker.;14;Budapest, Radnóti Miklós u. 35, 1137 Hungary;47,5159231;19,0509777
BUDAPEST;Budapest XIII. ker.;15;Budapest, Radnóti Miklós u. 35, 1137 Hungary;47,5159231;19,0509777
BUDAPEST;Budapest XIII. ker.;16;Budapest, Radnóti Miklós u. 35, 1137 Hungary;47,5159231;19,0509777
BUDAPEST;Budapest XIII. ker.;17;Budapest, Hegedűs Gyula u., Hungary;47,519328;19,0570999
BUDAPEST;Budapest XIII. ker.;18;Budapest, Radnóti Miklós u. 8-10, 1137 Hungary;47,5140144;19,0560643
BUDAPEST;Budapest XIII. ker.;19;Budapest, Visegrádi u. 47c, 1132 Hungary;47,5183847;19,0583086
BUDAPEST;Budapest XIII. ker.;20;Budapest, Visegrádi u. 47c, 1132 Hungary;47,5183847;19,0583086
BUDAPEST;Budapest XIII. ker.;21;Budapest, Thurzó u. 6-8, 1133 Hungary;47,5194811;19,0546024
BUDAPEST;Budapest XIII. ker.;22;Budapest, Radnóti Miklós u. 35, 1137 Hungary;47,5159231;19,0509777
BUDAPEST;Budapest XIII. ker.;23;Budapest, Thurzó u. 6-8, 1133 Hungary;47,5194811;19,0546024
BUDAPEST;Budapest XIII. ker.;24;Budapest, Thurzó u. 6-8, 1133 Hungary;47,5194811;19,0546024
BUDAPEST;Budapest XIII. ker.;25;Budapest, Gogol u. 32, 1133 Hungary;47,5200668;19,059631
BUDAPEST;Budapest XIII. ker.;26;Budapest, Gogol u. 32, 1133 Hungary;47,5200668;19,059631
BUDAPEST;Budapest XIII. ker.;27;Budapest, Gogol u. 32, 1133 Hungary;47,5200668;19,059631
BUDAPEST;Budapest XIII. ker.;28;Budapest, Tutaj u. 7, 1133 Hungary;47,5230967;19,0582495
BUDAPEST;Budapest XIII. ker.;29;Budapest, Tutaj u. 7, 1133 Hungary;47,5230967;19,0582495
BUDAPEST;Budapest XIII. ker.;30;Budapest, Tutaj u. 7, 1133 Hungary;47,5230967;19,0582495
BUDAPEST;Budapest XIII. ker.;31;Budapest, Tutaj u. 7, 1133 Hungary;47,5230967;19,0582495
BUDAPEST;Budapest XIII. ker.;32;Budapest, Angyalföldi út 1-3, 1134 Hungary;47,521638;19,063665
BUDAPEST;Budapest XIII. ker.;33;Budapest, Kassák Lajos u. 17, 1134 Hungary;47,519956;19,063877
BUDAPEST;Budapest XIII. ker.;34;Budapest, Dózsa György út 136, 1134 Hungary;47,5212354;19,0683801
BUDAPEST;Budapest XIII. ker.;35;Budapest, Dózsa György út 136, 1134 Hungary;47,5212354;19,0683801
BUDAPEST;Budapest XIII. ker.;36;Budapest, Tutaj u. 7, 1133 Hungary;47,5230967;19,0582495
BUDAPEST;Budapest XIII. ker.;37;Budapest, Kárpát u. 49, 1133 Hungary;47,526703;19,057704
BUDAPEST;Budapest XIII. ker.;38;Budapest, Kárpát u. 49, 1133 Hungary;47,526703;19,057704
BUDAPEST;Budapest XIII. ker.;39;Budapest, Kassák Lajos u. 38, 1134 Hungary;47,5242758;19,0671545
BUDAPEST;Budapest XIII. ker.;40;Budapest, Dózsa György út 136, 1134 Hungary;47,5212354;19,0683801
BUDAPEST;Budapest XIII. ker.;41;Budapest, Dózsa György út 136, 1134 Hungary;47,5212354;19,0683801
BUDAPEST;Budapest XIII. ker.;42;Budapest, Tüzér u. 56-58, 1134 Hungary;47,5254894;19,0712786
BUDAPEST;Budapest XIII. ker.;43;Budapest, Váci út 57, 1134 Hungary;47,5308346;19,0663997
BUDAPEST;Budapest XIII. ker.;44;Budapest, Tüzér u. 56-58, 1134 Hungary;47,5254894;19,0712786
BUDAPEST;Budapest XIII. ker.;45;Budapest, Tüzér u. 56-58, 1134 Hungary;47,5254894;19,0712786
BUDAPEST;Budapest XIII. ker.;46;Budapest, Váci út 57, 1134 Hungary;47,5308346;19,0663997
BUDAPEST;Budapest XIII. ker.;47;Budapest, Pap Károly u. 10, 1139 Hungary;47,5318188;19,0710477
BUDAPEST;Budapest XIII. ker.;48;Budapest, Váci út 57, 1134 Hungary;47,5308346;19,0663997
BUDAPEST;Budapest XIII. ker.;49;Budapest, Visegrádi u. 96b, 1133 Hungary;47,5257564;19,0615338
BUDAPEST;Budapest XIII. ker.;50;Budapest, Visegrádi u. 113, 1133 Hungary;47,5314181;19,0643178
BUDAPEST;Budapest XIII. ker.;51;Budapest, Vizafogó stny. 2, 1138 Hungary;47,5303708;19,0595978
BUDAPEST;Budapest XIII. ker.;52;Budapest, Vizafogó stny. 2, 1138 Hungary;47,5303708;19,0595978
BUDAPEST;Budapest XIII. ker.;53;Budapest, Vizafogó stny. 2, 1138 Hungary;47,5303708;19,0595978
BUDAPEST;Budapest XIII. ker.;54;Budapest, Vizafogó stny. 2, 1138 Hungary;47,5303708;19,0595978
BUDAPEST;Budapest XIII. ker.;55;Budapest, Csata u. 20, 1135 Hungary;47,52866;19,077466
BUDAPEST;Budapest XIII. ker.;56;Budapest, Szegedi út 17, 1139 Hungary;47,529388;19,081105
BUDAPEST;Budapest XIII. ker.;57;Budapest, Szegedi út 17, 1139 Hungary;47,529388;19,081105
BUDAPEST;Budapest XIII. ker.;58;Budapest, Béke u. 7, 1135 Hungary;47,5320919;19,0815074
BUDAPEST;Budapest XIII. ker.;59;Budapest, Csata u. 20, 1135 Hungary;47,52866;19,077466
BUDAPEST;Budapest XIII. ker.;60;Budapest, Szegedi út 17, 1139 Hungary;47,529388;19,081105
BUDAPEST;Budapest XIII. ker.;61;Budapest, Béke u. 7, 1135 Hungary;47,5320919;19,0815074
BUDAPEST;Budapest XIII. ker.;62;Budapest, Futár u. 18, 1131 Hungary;47,5390606;19,0886961
BUDAPEST;Budapest XIII. ker.;63;Budapest, Röppentyű u. 62, 1139 Hungary;47,5402349;19,077038
BUDAPEST;Budapest XIII. ker.;64;Budapest, Röppentyű u. 62, 1139 Hungary;47,5402349;19,077038
BUDAPEST;Budapest XIII. ker.;65;Budapest, Üteg u. 30, 1139 Hungary;47,5322199;19,0782836
BUDAPEST;Budapest XIII. ker.;66;Budapest, Üteg u. 30, 1139 Hungary;47,5322199;19,0782836
BUDAPEST;Budapest XIII. ker.;67;Budapest, Üteg u. 30, 1139 Hungary;47,5322199;19,0782836
BUDAPEST;Budapest XIII. ker.;68;Budapest, Üteg u. 30, 1139 Hungary;47,5322199;19,0782836
BUDAPEST;Budapest XIII. ker.;69;Budapest, Lomb u. 20, 1139 Hungary;47,5369905;19,0705541
BUDAPEST;Budapest XIII. ker.;70;Budapest, Pap Károly u. 22c, 1139 Hungary;47,5336839;19,0728154
BUDAPEST;Budapest XIII. ker.;71;Budapest, Karikás Frigyes u. 3, 1138 Hungary;47,5357504;19,0662549
BUDAPEST;Budapest XIII. ker.;72;Budapest, Karikás Frigyes u. 3, 1138 Hungary;47,5357504;19,0662549
BUDAPEST;Budapest XIII. ker.;73;Budapest, Karikás Frigyes u. 3, 1138 Hungary;47,5357504;19,0662549
BUDAPEST;Budapest XIII. ker.;74;Budapest, Karikás Frigyes u. 3, 1138 Hungary;47,5357504;19,0662549
BUDAPEST;Budapest XIII. ker.;75;Budapest, Futár u. 18, 1131 Hungary;47,5390606;19,0886961
BUDAPEST;Budapest XIII. ker.;76;Budapest, Futár u. 18, 1131 Hungary;47,5390606;19,0886961
BUDAPEST;Budapest XIII. ker.;77;Budapest, Futár u. 18, 1131 Hungary;47,5390606;19,0886961
BUDAPEST;Budapest XIII. ker.;78;Budapest, Futár u. 18, 1131 Hungary;47,5390606;19,0886961
BUDAPEST;Budapest XIII. ker.;79;Budapest, Jász u. 130, 1131 Hungary;47,5429558;19,0898796
BUDAPEST;Budapest XIII. ker.;80;Budapest, Jász u. 130, 1131 Hungary;47,5429558;19,0898796
BUDAPEST;Budapest XIII. ker.;81;Budapest, Fiastyúk u. 47, 1139 Hungary;47,5424411;19,0818994
BUDAPEST;Budapest XIII. ker.;82;Budapest, Fiastyúk u. 47, 1139 Hungary;47,5424411;19,0818994
BUDAPEST;Budapest XIII. ker.;83;Budapest, Fiastyúk u. 47, 1139 Hungary;47,5424411;19,0818994
BUDAPEST;Budapest XIII. ker.;84;Budapest, Fiastyúk u. 47, 1139 Hungary;47,5424411;19,0818994
BUDAPEST;Budapest XIII. ker.;85;Budapest, Tomori u. 2, 1131 Hungary;47,54521;19,0767203
BUDAPEST;Budapest XIII. ker.;86;Budapest, Tomori u. 2, 1131 Hungary;47,54521;19,0767203
BUDAPEST;Budapest XIII. ker.;87;Budapest, Tomori u. 2, 1131 Hungary;47,54521;19,0767203
BUDAPEST;Budapest XIII. ker.;88;Budapest, Nővér u. 15, 1139 Hungary;47,545838;19,086083
BUDAPEST;Budapest XIII. ker.;89;Budapest, Nővér u. 15, 1139 Hungary;47,545838;19,086083
BUDAPEST;Budapest XIII. ker.;90;Budapest, Göncöl u. 28-30, 1131 Hungary;47,547273;19,0803589
BUDAPEST;Budapest XIII. ker.;91;Budapest, Göncöl u. 28-30, 1131 Hungary;47,547273;19,0803589
BUDAPEST;Budapest XIII. ker.;92;Budapest, Új Palotai út 14, 1138 Hungary;47,5518552;19,0820134
BUDAPEST;Budapest XIII. ker.;93;Budapest, Nővér u. 15, 1139 Hungary;47,545838;19,086083
BUDAPEST;Budapest XIII. ker.;94;Budapest, Gyöngyösi stny. 7, 1138 Hungary;47,551498;19,078554
BUDAPEST;Budapest XIII. ker.;95;Budapest, Gyöngyösi stny. 7, 1138 Hungary;47,551498;19,078554
BUDAPEST;Budapest XIII. ker.;96;Budapest, Madarász Viktor u. 3, 1131 Hungary;47,5436369;19,0743789
BUDAPEST;Budapest XIII. ker.;97;Budapest, Gyöngyösi stny. 7, 1138 Hungary;47,551498;19,078554
BUDAPEST;Budapest XIII. ker.;98;Budapest, Futár u. 18, 1131 Hungary;47,5390606;19,0886961
BUDAPEST;Budapest XIV. ker.;1;Budapest, Csáktornya park 1, 1142 Hungary;47,5363604;19,1078521
BUDAPEST;Budapest XIV. ker.;2;Budapest, Csáktornya park 1, 1142 Hungary;47,5363604;19,1078521
BUDAPEST;Budapest XIV. ker.;3;Budapest, Csáktornya park 1, 1142 Hungary;47,5363604;19,1078521
BUDAPEST;Budapest XIV. ker.;4;Budapest, Czobor u. 89, 1147 Hungary;47,53147;19,112981
BUDAPEST;Budapest XIV. ker.;5;Budapest, Czobor u. 89, 1147 Hungary;47,53147;19,112981
BUDAPEST;Budapest XIV. ker.;6;Budapest, Czobor u. 89, 1147 Hungary;47,53147;19,112981
BUDAPEST;Budapest XIV. ker.;7;Budapest, Ungvár u. 36, 1142 Hungary;47,530126;19,103098
BUDAPEST;Budapest XIV. ker.;8;Budapest, Ungvár u. 36, 1142 Hungary;47,530126;19,103098
BUDAPEST;Budapest XIV. ker.;9;Budapest, Czobor u. 89, 1147 Hungary;47,53147;19,112981
BUDAPEST;Budapest XIV. ker.;10;Budapest, Ungvár u. 36, 1142 Hungary;47,530126;19,103098
BUDAPEST;Budapest XIV. ker.;11;Budapest, Ungvár u. 24a, 1142 Hungary;47,527555;19,10105
BUDAPEST;Budapest XIV. ker.;12;Budapest, Ungvár u. 24a, 1142 Hungary;47,527555;19,10105
BUDAPEST;Budapest XIV. ker.;13;Budapest, Ungvár u. 36, 1142 Hungary;47,530126;19,103098
BUDAPEST;Budapest XIV. ker.;14;Budapest, Erzsébet királyné útja 35, 1145 Hungary;47,5208344;19,1001481
BUDAPEST;Budapest XIV. ker.;15;Budapest, Róna u. 177-181, 1145 Hungary;47,519782;19,1039769
BUDAPEST;Budapest XIV. ker.;16;Budapest, Erzsébet királyné útja 35, 1145 Hungary;47,5208344;19,1001481
BUDAPEST;Budapest XIV. ker.;17;Budapest, Erzsébet királyné útja 35, 1145 Hungary;47,5208344;19,1001481
BUDAPEST;Budapest XIV. ker.;18;Budapest, Bácskai u. 17a, 1145 Hungary;47,515231;19,102499
BUDAPEST;Budapest XIV. ker.;19;Budapest, Róna u. 177-181, 1145 Hungary;47,519782;19,1039769
BUDAPEST;Budapest XIV. ker.;20;Budapest, Újvidék tér 3, 1145 Hungary;47,5114506;19,107049
BUDAPEST;Budapest XIV. ker.;21;Budapest, Erzsébet királyné útja 35, 1145 Hungary;47,5208344;19,1001481
BUDAPEST;Budapest XIV. ker.;22;Budapest, Hermina út 23, 1146 Hungary;47,5140032;19,0926178
BUDAPEST;Budapest XIV. ker.;23;Budapest, Hermina út 9-15, 1146 Hungary;47,512419;19,0949549
BUDAPEST;Budapest XIV. ker.;24;Budapest, Ajtósi Dürer sor 15, 1146 Hungary;47,5083837;19,0880587
BUDAPEST;Budapest XIV. ker.;25;Budapest, Ajtósi Dürer sor 15, 1146 Hungary;47,5083837;19,0880587
BUDAPEST;Budapest XIV. ker.;26;Budapest, Ajtósi Dürer sor 15, 1146 Hungary;47,5083837;19,0880587
BUDAPEST;Budapest XIV. ker.;27;Budapest, Stefánia út 55, 1143 Hungary;47,505438;19,098825
BUDAPEST;Budapest XIV. ker.;28;Budapest, Ilosvai Selymes tér 21, 1147 Hungary;47,5272497;19,1092813
BUDAPEST;Budapest XIV. ker.;29;Budapest, Ilosvai Selymes tér 21, 1147 Hungary;47,5272497;19,1092813
BUDAPEST;Budapest XIV. ker.;30;Budapest, Kerékgyártó u. 35-39, 1147 Hungary;47,525193;19,1104371
BUDAPEST;Budapest XIV. ker.;31;Budapest, Telepes u. 32, 1147 Hungary;47,5228818;19,112824
BUDAPEST;Budapest XIV. ker.;32;Budapest, Telepes u. 32, 1147 Hungary;47,5228818;19,112824
BUDAPEST;Budapest XIV. ker.;33;Budapest, Telepes u. 32, 1147 Hungary;47,5228818;19,112824
BUDAPEST;Budapest XIV. ker.;34;Budapest, Czobor u. 89, 1147 Hungary;47,53147;19,112981
BUDAPEST;Budapest XIV. ker.;35;Budapest, Egressy út 182, 1141 Hungary;47,522761;19,13071
BUDAPEST;Budapest XIV. ker.;36;Budapest, Egressy út 182, 1141 Hungary;47,522761;19,13071
BUDAPEST;Budapest XIV. ker.;37;Budapest, Egressy út 178g, 1141 Hungary;47,521871;19,129448
BUDAPEST;Budapest XIV. ker.;38;Budapest, Rózsavölgyi tér 4, 1141 Hungary;47,5186373;19,1162783
BUDAPEST;Budapest XIV. ker.;39;Budapest, Rózsavölgyi tér 4, 1141 Hungary;47,5186373;19,1162783
BUDAPEST;Budapest XIV. ker.;40;Budapest, Pétervárad u. 11-17, 1145 Hungary;47,5187871;19,1099222
BUDAPEST;Budapest XIV. ker.;41;Budapest, Bölcsőde u. 1, 1149 Hungary;47,5137799;19,1090159
BUDAPEST;Budapest XIV. ker.;42;Budapest, Egressy út 69, 1149 Hungary;47,512741;19,1173119
BUDAPEST;Budapest XIV. ker.;43;Budapest, Egressy út 69, 1149 Hungary;47,512741;19,1173119
BUDAPEST;Budapest XIV. ker.;44;Budapest, Lengyel u. 21, 1148 Hungary;47,515686;19,125336
BUDAPEST;Budapest XIV. ker.;45;Budapest, Lengyel u. 23, 1148 Hungary;47,5160468;19,1256005
BUDAPEST;Budapest XIV. ker.;46;Budapest, Fráter György tér 12, 1149 Hungary;47,509168;19,120773
BUDAPEST;Budapest XIV. ker.;47;Budapest, Újvidék stny. 2, 1145 Hungary;47,5111674;19,1107185
BUDAPEST;Budapest XIV. ker.;48;Budapest, Újvidék tér 3, 1145 Hungary;47,5114506;19,107049
BUDAPEST;Budapest XIV. ker.;49;Budapest, Újvidék tér 3, 1145 Hungary;47,5114506;19,107049
BUDAPEST;Budapest XIV. ker.;50;Budapest, Őrnagy u. 5, 1143 Hungary;47,5015529;19,1114734
BUDAPEST;Budapest XIV. ker.;51;Budapest, Őrnagy u. 11, 1143 Hungary;47,5022472;19,1112962
BUDAPEST;Budapest XIV. ker.;52;Budapest, Pillangó park 3-5, 1149 Hungary;47,503617;19,122265
BUDAPEST;Budapest XIV. ker.;53;Budapest, Pillangó park 3-5, 1149 Hungary;47,503617;19,122265
BUDAPEST;Budapest XIV. ker.;54;Budapest, Utász u. 23, 1143 Hungary;47,5027208;19,1090779
BUDAPEST;Budapest XIV. ker.;55;Budapest, Stefánia út 55, 1143 Hungary;47,505438;19,098825
BUDAPEST;Budapest XIV. ker.;56;Budapest, Egressy út 1f, 1149 Hungary;47,504968;19,101824
BUDAPEST;Budapest XIV. ker.;57;Budapest, Egressy út 1f, 1149 Hungary;47,504968;19,101824
BUDAPEST;Budapest XIV. ker.;58;Budapest, Utász u. 23, 1143 Hungary;47,5027208;19,1090779
BUDAPEST;Budapest XIV. ker.;59;Budapest, Őrnagy u. 5, 1143 Hungary;47,5015529;19,1114734
BUDAPEST;Budapest XIV. ker.;60;Budapest, Egressy út 182, 1141 Hungary;47,522761;19,13071
BUDAPEST;Budapest XIV. ker.;61;Budapest, Egressy út 178g, 1141 Hungary;47,521871;19,129448
BUDAPEST;Budapest XIV. ker.;62;Budapest, Egressy út 178g, 1141 Hungary;47,521871;19,129448
BUDAPEST;Budapest XIV. ker.;63;Budapest, Egressy út 178g, 1141 Hungary;47,521871;19,129448
BUDAPEST;Budapest XIV. ker.;64;Budapest, Mogyoródi út 128, 1141 Hungary;47,518236;19,131779
BUDAPEST;Budapest XIV. ker.;65;Budapest, Lengyel u. 23, 1148 Hungary;47,5160468;19,1256005
BUDAPEST;Budapest XIV. ker.;66;Budapest, Lengyel u. 23, 1148 Hungary;47,5160468;19,1256005
BUDAPEST;Budapest XIV. ker.;67;Budapest, Egressy út 178g, 1141 Hungary;47,521871;19,129448
BUDAPEST;Budapest XIV. ker.;68;Budapest, Tihany tér 37, 1141 Hungary;47,5115408;19,1373152
BUDAPEST;Budapest XIV. ker.;69;Budapest, Mogyoródi út 128, 1141 Hungary;47,518236;19,131779
BUDAPEST;Budapest XIV. ker.;70;Budapest, Tihany tér 37, 1141 Hungary;47,5115408;19,1373152
BUDAPEST;Budapest XIV. ker.;71;Budapest, Mogyoródi út 128, 1141 Hungary;47,518236;19,131779
BUDAPEST;Budapest XIV. ker.;72;Budapest, Mogyoródi út 128, 1141 Hungary;47,518236;19,131779
BUDAPEST;Budapest XIV. ker.;73;Budapest, Álmos vezér útja 46, 1141 Hungary;47,5099793;19,1324539
BUDAPEST;Budapest XIV. ker.;74;Budapest, Wass Albert tér 12, 1148 Hungary;47,509922;19,122898
BUDAPEST;Budapest XIV. ker.;75;Budapest, Wass Albert tér 12, 1148 Hungary;47,509922;19,122898
BUDAPEST;Budapest XIV. ker.;76;Budapest, Pillangó park 3-5, 1149 Hungary;47,503617;19,122265
BUDAPEST;Budapest XIV. ker.;77;Budapest, Kaffka Margit köz 2, 1148 Hungary;47,505942;19,1293171
BUDAPEST;Budapest XIV. ker.;78;Budapest, Kaffka Margit köz 2, 1148 Hungary;47,505942;19,1293171
BUDAPEST;Budapest XIV. ker.;79;Budapest, Padlizsán utca 11-13, 1148 Hungary;47,50445;19,127868
BUDAPEST;Budapest XIV. ker.;80;Budapest, Kántorné stny. 9, 1144 Hungary;47,505634;19,143228
BUDAPEST;Budapest XIV. ker.;81;Budapest, Újváros park 2, 1144 Hungary;47,512417;19,1424169
BUDAPEST;Budapest XIV. ker.;82;Budapest, Újváros park 2, 1144 Hungary;47,512417;19,1424169
BUDAPEST;Budapest XIV. ker.;83;Budapest, Tihany tér 37, 1141 Hungary;47,5115408;19,1373152
BUDAPEST;Budapest XIV. ker.;84;Budapest, Álmos vezér útja 46, 1141 Hungary;47,5099793;19,1324539
BUDAPEST;Budapest XIV. ker.;85;Budapest, Újváros park 2, 1144 Hungary;47,512417;19,1424169
BUDAPEST;Budapest XIV. ker.;86;Budapest, Újváros park 2, 1144 Hungary;47,512417;19,1424169
BUDAPEST;Budapest XIV. ker.;87;Budapest, Álmos vezér útja 46, 1141 Hungary;47,5099793;19,1324539
BUDAPEST;Budapest XIV. ker.;88;Budapest, Újváros park 2, 1144 Hungary;47,512417;19,1424169
BUDAPEST;Budapest XIV. ker.;89;Budapest, Gvadányi u. 40, 1144 Hungary;47,5080417;19,1512782
BUDAPEST;Budapest XIV. ker.;90;Budapest, Ond vezér park 5, 1144 Hungary;47,507331;19,147187
BUDAPEST;Budapest XIV. ker.;91;Budapest, Ond vezér park 5, 1144 Hungary;47,507331;19,147187
BUDAPEST;Budapest XIV. ker.;92;Budapest, Gvadányi u. 40, 1144 Hungary;47,5080417;19,1512782
BUDAPEST;Budapest XIV. ker.;93;Budapest, Ond vezér stny. 9-11, 1144 Hungary;47,5058549;19,1480609
BUDAPEST;Budapest XIV. ker.;94;Budapest, Ond vezér stny. 9-11, 1144 Hungary;47,5058549;19,1480609
BUDAPEST;Budapest XIV. ker.;95;Budapest, Ond vezér park 5, 1144 Hungary;47,507331;19,147187
BUDAPEST;Budapest XIV. ker.;96;Budapest, Ond vezér park 5, 1144 Hungary;47,507331;19,147187
BUDAPEST;Budapest XIV. ker.;97;Budapest, Ond vezér park 5, 1144 Hungary;47,507331;19,147187
BUDAPEST;Budapest XIV. ker.;98;Budapest, Álmos vezér tere 9, 1144 Hungary;47,507109;19,1435101
BUDAPEST;Budapest XIV. ker.;99;Budapest, Álmos vezér tere 9, 1144 Hungary;47,507109;19,1435101
BUDAPEST;Budapest XIV. ker.;100;Budapest, Kántorné stny. 9, 1144 Hungary;47,505634;19,143228
BUDAPEST;Budapest XV. ker.;1;Budapest, Bogáncs u. 51, 1151 Hungary;47,5751775;19,1251032
BUDAPEST;Budapest XV. ker.;2;Budapest, Bogáncs u. 51, 1151 Hungary;47,5751775;19,1251032
BUDAPEST;Budapest XV. ker.;3;Budapest, Bogáncs u. 51, 1151 Hungary;47,5751775;19,1251032
BUDAPEST;Budapest XV. ker.;4;Budapest, Bogáncs u. 51, 1151 Hungary;47,5751775;19,1251032
BUDAPEST;Budapest XV. ker.;5;Budapest, Sződliget u. 24, 1151 Hungary;47,565888;19,1151916
BUDAPEST;Budapest XV. ker.;6;Budapest, Szövőgyár u. 24, 1151 Hungary;47,5694257;19,121357
BUDAPEST;Budapest XV. ker.;7;Budapest, Kossuth u. 53, 1151 Hungary;47,566445;19,129397
BUDAPEST;Budapest XV. ker.;8;Budapest, Kossuth u. 53, 1151 Hungary;47,566445;19,129397
BUDAPEST;Budapest XV. ker.;9;Budapest, Régi Fóti út 14, 1152 Hungary;47,5652877;19,1289073
BUDAPEST;Budapest XV. ker.;10;Budapest, Kossuth u. 53, 1151 Hungary;47,566445;19,129397
BUDAPEST;Budapest XV. ker.;11;Budapest, Sződliget u. 24, 1151 Hungary;47,565888;19,1151916
BUDAPEST;Budapest XV. ker.;12;Budapest, Bocskai u. 70-72, 1153 Hungary;47,5565922;19,1149646
BUDAPEST;Budapest XV. ker.;13;Budapest, Széchenyi tér 13, 1152 Hungary;47,5636333;19,1197494
BUDAPEST;Budapest XV. ker.;14;Budapest, Széchenyi tér 13, 1152 Hungary;47,5636333;19,1197494
BUDAPEST;Budapest XV. ker.;15;Budapest, Széchenyi tér 13, 1152 Hungary;47,5636333;19,1197494
BUDAPEST;Budapest XV. ker.;16;Budapest, Széchenyi tér 13, 1152 Hungary;47,5636333;19,1197494
BUDAPEST;Budapest XV. ker.;17;Budapest, Arany János u. 51, 1154 Hungary;47,5539601;19,1190395
BUDAPEST;Budapest XV. ker.;18;Budapest, Klapka György u. 27, 1154 Hungary;47,554249;19,125318
BUDAPEST;Budapest XV. ker.;19;Budapest, Arany János u. 51, 1154 Hungary;47,5539601;19,1190395
BUDAPEST;Budapest XV. ker.;20;Budapest, Bocskai u. 70, 1153 Hungary;47,5565922;19,1149646
BUDAPEST;Budapest XV. ker.;21;Budapest, Bocskai u. 70, 1153 Hungary;47,5565922;19,1149646
BUDAPEST;Budapest XV. ker.;22;Budapest, Patyolat u. 5, 1153 Hungary;47,5468952;19,1083754
BUDAPEST;Budapest XV. ker.;23;Budapest, Patyolat u. 5, 1153 Hungary;47,5468952;19,1083754
BUDAPEST;Budapest XV. ker.;24;Budapest, Gábor Áron u. 58c, 1154 Hungary;47,551363;19,125291
BUDAPEST;Budapest XV. ker.;25;Budapest, Gábor Áron u. 58c, 1154 Hungary;47,551363;19,125291
BUDAPEST;Budapest XV. ker.;26;Budapest, Kolozsvár u. 1, 1155 Hungary;47,5406737;19,1201823
BUDAPEST;Budapest XV. ker.;27;Budapest, Szent Korona útja 5, 1155 Hungary;47,546115;19,116428
BUDAPEST;Budapest XV. ker.;28;Budapest, Szent Korona útja 5, 1155 Hungary;47,546115;19,116428
