ID;Főváros / megye;Település;Szavazókör;Szavazókör címe;Szélességi fok; Hosszúsági fok
462;BUDAPEST;Budapest IX. ker.;23;Budapest, Haller u. 54, 1096 Hungary;47,476751;19,0801169
463;BUDAPEST;Budapest IX. ker.;24;Budapest, Telepy u. 17, 1096 Hungary;47,478747;19,083329
464;BUDAPEST;Budapest IX. ker.;25;Budapest, Telepy u. 17, 1096 Hungary;47,478747;19,083329
465;BUDAPEST;Budapest IX. ker.;26;Budapest, Telepy u. 17, 1096 Hungary;47,478747;19,083329
466;BUDAPEST;Budapest IX. ker.;27;Budapest, Telepy u. 17, 1096 Hungary;47,478747;19,083329
467;BUDAPEST;Budapest IX. ker.;28;Budapest, Mester u. 19, 1095 Hungary;47,4791809;19,072277
468;BUDAPEST;Budapest IX. ker.;29;Budapest, Mester u. 19, 1095 Hungary;47,4791809;19,072277
469;BUDAPEST;Budapest IX. ker.;30;Budapest, Dandár u. 28, 1095 Hungary;47,477688;19,074094
470;BUDAPEST;Budapest IX. ker.;31;Budapest, Mester u. 45, 1095 Hungary;47,476833;19,0759641
471;BUDAPEST;Budapest IX. ker.;32;Budapest, Mester u. 67, 1095 Hungary;47,4744839;19,078471
472;BUDAPEST;Budapest IX. ker.;33;Budapest, Haller u. 27, 1096 Hungary;47,4770258;19,0838477
473;BUDAPEST;Budapest IX. ker.;34;Budapest, Mester u. 45, 1095 Hungary;47,476833;19,0759641
474;BUDAPEST;Budapest IX. ker.;35;Budapest, Mester u. 67, 1095 Hungary;47,4744839;19,078471
475;BUDAPEST;Budapest IX. ker.;36;Budapest, Mester u. 67, 1095 Hungary;47,4744839;19,078471
476;BUDAPEST;Budapest IX. ker.;37;Budapest, Gyáli út 22, 1097 Hungary;47,4688667;19,1005119
477;BUDAPEST;Budapest IX. ker.;38;Budapest, Ecseri út 19, 1097 Hungary;47,463907;19,101955
478;BUDAPEST;Budapest IX. ker.;39;Budapest, Ecseri út 19, 1097 Hungary;47,463907;19,101955
479;BUDAPEST;Budapest IX. ker.;40;Budapest, Kén u. 1, 1097 Hungary;47,455782;19,0869079
480;BUDAPEST;Budapest IX. ker.;41;Budapest, Ifjúmunkás u. 13, 1091 Hungary;47,4677971;19,113983
481;BUDAPEST;Budapest IX. ker.;42;Budapest, Dési Huber u. 9, 1098 Hungary;47,4691663;19,1090604
482;BUDAPEST;Budapest IX. ker.;43;Budapest, Ifjúmunkás u. 13, 1091 Hungary;47,4677971;19,113983
483;BUDAPEST;Budapest IX. ker.;44;Budapest, Ifjúmunkás u. 13, 1091 Hungary;47,4677971;19,113983
484;BUDAPEST;Budapest IX. ker.;45;Budapest, Ifjúmunkás u. 13, 1091 Hungary;47,4677971;19,113983
485;BUDAPEST;Budapest IX. ker.;46;Budapest, Ifjúmunkás u. 31, 1091 Hungary;47,466138;19,11879
486;BUDAPEST;Budapest IX. ker.;47;Budapest, Ifjúmunkás u. 31, 1091 Hungary;47,466138;19,11879
487;BUDAPEST;Budapest IX. ker.;48;Budapest, Ifjúmunkás u. 1, 1091 Hungary;47,467222;19,1092149
488;BUDAPEST;Budapest IX. ker.;49;Budapest, Ifjúmunkás u. 1, 1091 Hungary;47,467222;19,1092149
489;BUDAPEST;Budapest IX. ker.;50;Budapest, Toronyház u. 21, 1098 Hungary;47,4608392;19,1161955
490;BUDAPEST;Budapest IX. ker.;51;Budapest, Toronyház u. 21, 1098 Hungary;47,4608392;19,1161955
491;BUDAPEST;Budapest IX. ker.;52;Budapest, Toronyház u. 21, 1098 Hungary;47,4608392;19,1161955
492;BUDAPEST;Budapest IX. ker.;53;Budapest, Toronyház u. 21, 1098 Hungary;47,4608392;19,1161955
493;BUDAPEST;Budapest X. ker.;1;Budapest, Hungária krt. 5-7, 1101 Hungary;47,4929691;19,1108062
494;BUDAPEST;Budapest X. ker.;2;Budapest, Hungária krt. 5-7, 1101 Hungary;47,4929691;19,1108062
495;BUDAPEST;Budapest X. ker.;3;Budapest, MÁV telep 38, 1101 Hungary;47,4894098;19,1120846
496;BUDAPEST;Budapest X. ker.;4;Budapest, Salgótarjáni u. 53b, 1101 Hungary;47,490775;19,118571
497;BUDAPEST;Budapest X. ker.;5;Budapest, Salgótarjáni u. 53b, 1101 Hungary;47,490775;19,118571
498;BUDAPEST;Budapest X. ker.;6;Budapest, Kőbányai út 38, 1101 Hungary;47,4834419;19,1214939
499;BUDAPEST;Budapest X. ker.;7;Budapest, Kőbányai út 38, 1101 Hungary;47,4834419;19,1214939
500;BUDAPEST;Budapest X. ker.;8;Budapest, Kőbányai út 38, 1101 Hungary;47,4834419;19,1214939
501;BUDAPEST;Budapest X. ker.;9;Budapest, Bihari u. 15, 1107 Hungary;47,475223;19,118444
502;BUDAPEST;Budapest X. ker.;10;Budapest, Üllői út 118, 1101 Hungary;47,4704791;19,1131557
503;BUDAPEST;Budapest X. ker.;11;Budapest, Üllői út 118, 1101 Hungary;47,4704791;19,1131557
504;BUDAPEST;Budapest X. ker.;12;Budapest, Zágrábi u. 13a, 1107 Hungary;47,469177;19,119856
505;BUDAPEST;Budapest X. ker.;13;Budapest, Üllői út 128, 1107 Hungary;47,468963;19,1173879
506;BUDAPEST;Budapest X. ker.;14;Budapest, Üllői út 118, 1101 Hungary;47,4704791;19,1131557
507;BUDAPEST;Budapest X. ker.;15;Budapest, Szent László tér 1, 1102 Hungary;47,4871424;19,1305163
508;BUDAPEST;Budapest X. ker.;16;Budapest, Szent László tér 1, 1102 Hungary;47,4871424;19,1305163
509;BUDAPEST;Budapest X. ker.;17;Budapest, Szent László tér 1, 1102 Hungary;47,4871424;19,1305163
510;BUDAPEST;Budapest X. ker.;18;Budapest, Szent László tér 1, 1102 Hungary;47,4871424;19,1305163
511;BUDAPEST;Budapest X. ker.;19;Budapest, Szent László tér 1, 1102 Hungary;47,4871424;19,1305163
512;BUDAPEST;Budapest X. ker.;20;Budapest, Szent László tér 1, 1102 Hungary;47,4871424;19,1305163
513;BUDAPEST;Budapest X. ker.;21;Budapest, Kőrösi Csoma Sándor út 28, 1102 Hungary;47,4887984;19,1352007
514;BUDAPEST;Budapest X. ker.;22;Budapest, Előd u. 1, 1105 Hungary;47,4874018;19,135221
515;BUDAPEST;Budapest X. ker.;23;Budapest, Előd u. 1, 1105 Hungary;47,4874018;19,135221
516;BUDAPEST;Budapest X. ker.;24;Budapest, Kőrösi Csoma Sándor út 28, 1102 Hungary;47,4887984;19,1352007
517;BUDAPEST;Budapest X. ker.;25;Budapest, Keresztúri út 7-9, 1106 Hungary;47,5019451;19,1531225
518;BUDAPEST;Budapest X. ker.;26;Budapest, Keresztúri út 7-9, 1106 Hungary;47,5019451;19,1531225
519;BUDAPEST;Budapest X. ker.;27;Budapest, Keresztúri út 7-9, 1106 Hungary;47,5019451;19,1531225
520;BUDAPEST;Budapest X. ker.;28;Budapest, Keresztúri út 7-9, 1106 Hungary;47,5019451;19,1531225
521;BUDAPEST;Budapest X. ker.;29;Budapest, Keresztúri út 7-9, 1106 Hungary;47,5019451;19,1531225
522;BUDAPEST;Budapest X. ker.;30;Budapest, Keresztúri út 7-9, 1106 Hungary;47,5019451;19,1531225
523;BUDAPEST;Budapest X. ker.;31;Budapest, Keresztúri út 7-9, 1106 Hungary;47,5019451;19,1531225
524;BUDAPEST;Budapest X. ker.;32;Budapest, Keresztúri út 7-9, 1106 Hungary;47,5019451;19,1531225
525;BUDAPEST;Budapest X. ker.;33;Budapest, Vaspálya u. 8-10, 1103 Hungary;47,4807739;19,129849
526;BUDAPEST;Budapest X. ker.;34;Budapest, Szent László tér 7-13, 1105 Hungary;47,48528;19,1329908
527;BUDAPEST;Budapest X. ker.;35;Budapest, Szent László tér 7-13, 1105 Hungary;47,48528;19,1329908
528;BUDAPEST;Budapest X. ker.;36;Budapest, Vaspálya u. 8-10, 1103 Hungary;47,4807739;19,129849
529;BUDAPEST;Budapest X. ker.;37;Budapest, Martinovics tér 12, 1105 Hungary;47,4814181;19,1340485
530;BUDAPEST;Budapest X. ker.;38;Budapest, Vaspálya u. 8-10, 1103 Hungary;47,4807739;19,129849
531;BUDAPEST;Budapest X. ker.;39;Budapest, Előd u. 1, 1105 Hungary;47,4874018;19,135221
532;BUDAPEST;Budapest X. ker.;40;Budapest, Előd u. 1, 1105 Hungary;47,4874018;19,135221
533;BUDAPEST;Budapest X. ker.;41;Budapest, Mádi u. 94, 1104 Hungary;47,4814038;19,1522857
534;BUDAPEST;Budapest X. ker.;42;Budapest, Mádi u. 94, 1104 Hungary;47,4814038;19,1522857
535;BUDAPEST;Budapest X. ker.;43;Budapest, Harmat u. 88, 1104 Hungary;47,477589;19,153129
536;BUDAPEST;Budapest X. ker.;44;Budapest, Harmat u. 88, 1104 Hungary;47,477589;19,153129
537;BUDAPEST;Budapest X. ker.;45;Budapest, Harmat u. 88, 1104 Hungary;47,477589;19,153129
538;BUDAPEST;Budapest X. ker.;46;Budapest, Kada u. 27-29, 1103 Hungary;47,472956;19,144099
539;BUDAPEST;Budapest X. ker.;47;Budapest, Kada u. 27-29, 1103 Hungary;47,472956;19,144099
540;BUDAPEST;Budapest X. ker.;48;Budapest, Kada u. 27-29, 1103 Hungary;47,472956;19,144099
541;BUDAPEST;Budapest X. ker.;49;Budapest, Kada u. 27-29, 1103 Hungary;47,472956;19,144099
542;BUDAPEST;Budapest X. ker.;50;Budapest, Maglódi út 8, 1106 Hungary;47,4853805;19,1561903
543;BUDAPEST;Budapest X. ker.;51;Budapest, Kada u. 27-29, 1103 Hungary;47,472956;19,144099
544;BUDAPEST;Budapest X. ker.;52;Budapest, Harmat u. 88, 1104 Hungary;47,477589;19,153129
545;BUDAPEST;Budapest X. ker.;53;Budapest, Harmat u. 88, 1104 Hungary;47,477589;19,153129
546;BUDAPEST;Budapest X. ker.;54;Budapest, Harmat u. 88, 1104 Hungary;47,477589;19,153129
547;BUDAPEST;Budapest X. ker.;55;Budapest, Harmat u. 88, 1104 Hungary;47,477589;19,153129
548;BUDAPEST;Budapest X. ker.;56;Budapest, Mádi u. 173, 1108 Hungary;47,4754685;19,1610469
549;BUDAPEST;Budapest X. ker.;57;Budapest, Mádi u. 173, 1108 Hungary;47,4754685;19,1610469
550;BUDAPEST;Budapest X. ker.;58;Budapest, Mádi u. 173, 1108 Hungary;47,4754685;19,1610469
551;BUDAPEST;Budapest X. ker.;59;Budapest, Újhegyi stny. 1, 1108 Hungary;47,467617;19,1589059
552;BUDAPEST;Budapest X. ker.;60;Budapest, Újhegyi stny. 1, 1108 Hungary;47,467617;19,1589059
553;BUDAPEST;Budapest X. ker.;61;Budapest, Újhegyi stny. 1, 1108 Hungary;47,467617;19,1589059
554;BUDAPEST;Budapest X. ker.;62;Budapest, Újhegyi stny. 1, 1108 Hungary;47,467617;19,1589059
555;BUDAPEST;Budapest X. ker.;63;Budapest, Harmat u. 196-198, 1108 Hungary;47,470875;19,165983
556;BUDAPEST;Budapest X. ker.;64;Budapest, Harmat u. 196-198, 1108 Hungary;47,470875;19,165983
557;BUDAPEST;Budapest X. ker.;65;Budapest, Újhegyi stny. 1, 1108 Hungary;47,467617;19,1589059
558;BUDAPEST;Budapest X. ker.;66;Budapest, Újhegyi stny. 1, 1108 Hungary;47,467617;19,1589059
559;BUDAPEST;Budapest X. ker.;67;Budapest, Újhegyi stny. 1, 1108 Hungary;47,467617;19,1589059
560;BUDAPEST;Budapest X. ker.;68;Budapest, Mádi u. 173, 1108 Hungary;47,4754685;19,1610469
561;BUDAPEST;Budapest X. ker.;69;Budapest, Harmat u. 196-198, 1108 Hungary;47,470875;19,165983
562;BUDAPEST;Budapest X. ker.;70;Budapest, Harmat u. 196-198, 1108 Hungary;47,470875;19,165983
563;BUDAPEST;Budapest X. ker.;71;Budapest, Harmat u. 196-198, 1108 Hungary;47,470875;19,165983
564;BUDAPEST;Budapest X. ker.;72;Budapest, Harmat u. 196-198, 1108 Hungary;47,470875;19,165983
565;BUDAPEST;Budapest X. ker.;73;Budapest, Mádi u. 173, 1108 Hungary;47,4754685;19,1610469
566;BUDAPEST;Budapest X. ker.;74;Budapest, Harmat u. 196-198, 1108 Hungary;47,470875;19,165983
567;BUDAPEST;Budapest X. ker.;75;Budapest, Jászberényi út 89, 1106 Hungary;47,485843;19,203689
568;BUDAPEST;Budapest X. ker.;76;Budapest, Jászberényi út 89, 1106 Hungary;47,485843;19,203689
569;BUDAPEST;Budapest XI. ker.;1;Budapest, Bartók Béla út 27, 1114 Hungary;47,4799589;19,0511329
570;BUDAPEST;Budapest XI. ker.;2;Budapest, Köbölkút u. 27-29, 1118 Hungary;47,4827162;19,0338464
571;BUDAPEST;Budapest XI. ker.;3;Budapest, Köbölkút u. 27-29, 1118 Hungary;47,4827162;19,0338464
572;BUDAPEST;Budapest XI. ker.;4;Budapest, Köbölkút u. 27-29, 1118 Hungary;47,4827162;19,0338464
573;BUDAPEST;Budapest XI. ker.;5;Budapest, Köbölkút u. 27-29, 1118 Hungary;47,4827162;19,0338464
574;BUDAPEST;Budapest XI. ker.;6;Budapest, Bartók Béla út 27, 1114 Hungary;47,4799589;19,0511329
575;BUDAPEST;Budapest XI. ker.;7;Budapest, Bartók Béla út 27, 1114 Hungary;47,4799589;19,0511329
576;BUDAPEST;Budapest XI. ker.;8;Budapest, Bartók Béla út 27, 1114 Hungary;47,4799589;19,0511329
577;BUDAPEST;Budapest XI. ker.;9;Budapest, Bartók Béla út 27, 1114 Hungary;47,4799589;19,0511329
578;BUDAPEST;Budapest XI. ker.;10;Budapest, Egry József u. 3-11, 1111 Hungary;47,4763768;19,0552176
579;BUDAPEST;Budapest XI. ker.;11;Budapest, Egry József u. 3-11, 1111 Hungary;47,4763768;19,0552176
580;BUDAPEST;Budapest XI. ker.;12;Budapest, Egry József u. 3-11, 1111 Hungary;47,4763768;19,0552176
581;BUDAPEST;Budapest XI. ker.;13;Budapest, Egry József u. 3-11, 1111 Hungary;47,4763768;19,0552176
582;BUDAPEST;Budapest XI. ker.;14;Budapest, Egry József u. 3-11, 1111 Hungary;47,4763768;19,0552176
583;BUDAPEST;Budapest XI. ker.;15;Budapest, Egry József u. 3-11, 1111 Hungary;47,4763768;19,0552176
584;BUDAPEST;Budapest XI. ker.;16;Budapest, Bogdánfy u. 5b, 1117 Hungary;47,472563;19,0544841
585;BUDAPEST;Budapest XI. ker.;17;Budapest, Bogdánfy u. 5b, 1117 Hungary;47,472563;19,0544841
586;BUDAPEST;Budapest XI. ker.;18;Budapest, Baranyai u. 16, 1117 Hungary;47,472435;19,0490498
587;BUDAPEST;Budapest XI. ker.;19;Budapest, Baranyai u. 16, 1117 Hungary;47,472435;19,0490498
588;BUDAPEST;Budapest XI. ker.;20;Budapest, Baranyai u. 16, 1117 Hungary;47,472435;19,0490498
589;BUDAPEST;Budapest XI. ker.;21;Budapest, Váli u. 1, 1117 Hungary;47,4762598;19,048013
590;BUDAPEST;Budapest XI. ker.;22;Budapest, Váli u. 1, 1117 Hungary;47,4762598;19,048013
591;BUDAPEST;Budapest XI. ker.;23;Budapest, Váli u. 1, 1117 Hungary;47,4762598;19,048013
592;BUDAPEST;Budapest XI. ker.;24;Budapest, Váli u. 1, 1117 Hungary;47,4762598;19,048013
593;BUDAPEST;Budapest XI. ker.;25;Budapest, Váli u. 1, 1117 Hungary;47,4762598;19,048013
594;BUDAPEST;Budapest XI. ker.;26;Budapest, Baranyai u. 16, 1117 Hungary;47,472435;19,0490498
595;BUDAPEST;Budapest XI. ker.;27;Budapest, Baranyai u. 16, 1117 Hungary;47,472435;19,0490498
596;BUDAPEST;Budapest XI. ker.;28;Budapest, Baranyai u. 16, 1117 Hungary;47,472435;19,0490498
597;BUDAPEST;Budapest XI. ker.;29;Budapest, Bocskai út 47-49, 1113 Hungary;47,476943;19,034928
598;BUDAPEST;Budapest XI. ker.;30;Budapest, Bocskai út 47-49, 1113 Hungary;47,476943;19,034928
599;BUDAPEST;Budapest XI. ker.;31;Budapest, Aga u. 10, 1113 Hungary;47,476168;19,0268619
600;BUDAPEST;Budapest XI. ker.;32;Budapest, Aga u. 10, 1113 Hungary;47,476168;19,0268619
601;BUDAPEST;Budapest XI. ker.;33;Budapest, Bocskai út 47-49, 1113 Hungary;47,476943;19,034928
602;BUDAPEST;Budapest XI. ker.;34;Budapest, Bocskai út 47-49, 1113 Hungary;47,476943;19,034928
603;BUDAPEST;Budapest XI. ker.;35;Budapest, Bocskai út 47-49, 1113 Hungary;47,476943;19,034928
604;BUDAPEST;Budapest XI. ker.;36;Budapest, Bocskai út 47-49, 1113 Hungary;47,476943;19,034928
605;BUDAPEST;Budapest XI. ker.;37;Budapest, Zólyomi út 20-22, 1118 Hungary;47,479973;19,0244061
606;BUDAPEST;Budapest XI. ker.;38;Budapest, Zólyomi út 20-22, 1118 Hungary;47,479973;19,0244061
607;BUDAPEST;Budapest XI. ker.;39;Budapest, Érdi út 2, 1112 Hungary;47,480776;19,004039
608;BUDAPEST;Budapest XI. ker.;40;Budapest, Dayka Gábor u. 4b, 1118 Hungary;47,472659;19,018081
609;BUDAPEST;Budapest XI. ker.;41;Budapest, Dayka Gábor u. 4b, 1118 Hungary;47,472659;19,018081
610;BUDAPEST;Budapest XI. ker.;42;Budapest, Dayka Gábor u. 4b, 1118 Hungary;47,472659;19,018081
611;BUDAPEST;Budapest XI. ker.;43;Budapest, Érdi út 2, 1112 Hungary;47,480776;19,004039
612;BUDAPEST;Budapest XI. ker.;44;Budapest, Érdi út 2, 1112 Hungary;47,480776;19,004039
613;BUDAPEST;Budapest XI. ker.;45;Budapest, Érdi út 2, 1112 Hungary;47,480776;19,004039
614;BUDAPEST;Budapest XI. ker.;46;Budapest, Csíkihegyek u. 13-15, 1118 Hungary;47,472462;18,9966829
615;BUDAPEST;Budapest XI. ker.;47;Budapest, Csíkihegyek u. 13-15, 1118 Hungary;47,472462;18,9966829
616;BUDAPEST;Budapest XI. ker.;48;Budapest, Csíkihegyek u. 13-15, 1118 Hungary;47,472462;18,9966829
617;BUDAPEST;Budapest XI. ker.;49;Budapest, Beregszász út 10, 1118 Hungary;47,470308;19,007337
618;BUDAPEST;Budapest XI. ker.;50;Budapest, Törökugrató u. 15, 1118 Hungary;47,469882;19,000917
619;BUDAPEST;Budapest XI. ker.;51;Budapest, Törökugrató u. 15, 1118 Hungary;47,469882;19,000917
620;BUDAPEST;Budapest XI. ker.;52;Budapest, Törökugrató u. 15, 1118 Hungary;47,469882;19,000917
621;BUDAPEST;Budapest XI. ker.;53;Budapest, Törökugrató u. 15, 1118 Hungary;47,469882;19,000917
622;BUDAPEST;Budapest XI. ker.;54;Budapest, Törökugrató u. 15, 1118 Hungary;47,469882;19,000917
623;BUDAPEST;Budapest XI. ker.;55;Budapest, Csíkihegyek u. 13-15, 1118 Hungary;47,472462;18,9966829
624;BUDAPEST;Budapest XI. ker.;56;Budapest, Csíkihegyek u. 13-15, 1118 Hungary;47,472462;18,9966829
625;BUDAPEST;Budapest XI. ker.;57;Budapest, Csíkihegyek u. 13-15, 1118 Hungary;47,472462;18,9966829
626;BUDAPEST;Budapest XI. ker.;58;Budapest, Csíkihegyek u. 13-15, 1118 Hungary;47,472462;18,9966829
627;BUDAPEST;Budapest XI. ker.;59;Budapest, Törökugrató u. 15, 1118 Hungary;47,469882;19,000917
628;BUDAPEST;Budapest XI. ker.;60;Budapest, Menyecske u. 2, 1112 Hungary;47,4636436;19,0144954
629;BUDAPEST;Budapest XI. ker.;61;Budapest, Beregszász út 10, 1118 Hungary;47,470308;19,007337
630;BUDAPEST;Budapest XI. ker.;62;Budapest, Beregszász út 10, 1118 Hungary;47,470308;19,007337
631;BUDAPEST;Budapest XI. ker.;63;Budapest, Menyecske u. 2, 1112 Hungary;47,4636436;19,0144954
632;BUDAPEST;Budapest XI. ker.;64;Budapest, Menyecske u. 2, 1112 Hungary;47,4636436;19,0144954
633;BUDAPEST;Budapest XI. ker.;65;Budapest, Menyecske u. 2, 1112 Hungary;47,4636436;19,0144954
634;BUDAPEST;Budapest XI. ker.;66;Budapest, Menyecske u. 2, 1112 Hungary;47,4636436;19,0144954
635;BUDAPEST;Budapest XI. ker.;67;Budapest, Menyecske u. 2, 1112 Hungary;47,4636436;19,0144954
636;BUDAPEST;Budapest XI. ker.;68;Budapest, Bartók Béla út 141, 1115 Hungary;47,469377;19,024849
637;BUDAPEST;Budapest XI. ker.;69;Budapest, Keveháza u. 2, 1115 Hungary;47,4674165;19,026745
638;BUDAPEST;Budapest XI. ker.;70;Budapest, Bartók Béla út 141, 1115 Hungary;47,469377;19,024849
639;BUDAPEST;Budapest XI. ker.;71;Budapest, Bartók Béla út 141, 1115 Hungary;47,469377;19,024849
640;BUDAPEST;Budapest XI. ker.;72;Budapest, Mérnök u. 42, 1119 Hungary;47,4642923;19,0362616
641;BUDAPEST;Budapest XI. ker.;73;Budapest, Mérnök u. 42, 1119 Hungary;47,4642923;19,0362616
642;BUDAPEST;Budapest XI. ker.;74;Budapest, Mérnök u. 42, 1119 Hungary;47,4642923;19,0362616
643;BUDAPEST;Budapest XI. ker.;75;Budapest, Keveháza u. 2, 1115 Hungary;47,4674165;19,026745
644;BUDAPEST;Budapest XI. ker.;76;Budapest, Keveháza u. 2, 1115 Hungary;47,4674165;19,026745
645;BUDAPEST;Budapest XI. ker.;77;Budapest, Keveháza u. 2, 1115 Hungary;47,4674165;19,026745
646;BUDAPEST;Budapest XI. ker.;78;Budapest, Keveháza u. 2, 1115 Hungary;47,4674165;19,026745
647;BUDAPEST;Budapest XI. ker.;79;Budapest, Mérnök u. 42, 1119 Hungary;47,4642923;19,0362616
648;BUDAPEST;Budapest XI. ker.;80;Budapest, Mérnök u. 42, 1119 Hungary;47,4642923;19,0362616
649;BUDAPEST;Budapest XI. ker.;81;Budapest, Sopron út 50, 1117 Hungary;47,46382;19,0448312
650;BUDAPEST;Budapest XI. ker.;82;Budapest, Sopron út 50, 1117 Hungary;47,46382;19,0448312
651;BUDAPEST;Budapest XI. ker.;83;Budapest, Sopron út 50, 1117 Hungary;47,46382;19,0448312
652;BUDAPEST;Budapest XI. ker.;84;Budapest, Sopron út 50, 1117 Hungary;47,46382;19,0448312
653;BUDAPEST;Budapest XI. ker.;85;Budapest, Sopron út 50, 1117 Hungary;47,46382;19,0448312
654;BUDAPEST;Budapest XI. ker.;86;Budapest, Sopron út 50, 1117 Hungary;47,46382;19,0448312
655;BUDAPEST;Budapest XI. ker.;87;Budapest, Fogócska u. 4, 1119 Hungary;47,454672;19,034629
656;BUDAPEST;Budapest XI. ker.;88;Budapest, Fogócska u. 4, 1119 Hungary;47,454672;19,034629
657;BUDAPEST;Budapest XI. ker.;89;Budapest, Fehérvári út 182, 1116 Hungary;47,4485253;19,0379868
658;BUDAPEST;Budapest XI. ker.;90;Budapest, Kiskőrös u. 1, 1116 Hungary;47,449716;19,034471
659;BUDAPEST;Budapest XI. ker.;91;Budapest, Gyékényes u. 45, 1116 Hungary;47,444229;19,0401611
660;BUDAPEST;Budapest XI. ker.;92;Budapest, Gyékényes u. 45, 1116 Hungary;47,444229;19,0401611
661;BUDAPEST;Budapest XI. ker.;93;Budapest, Bükköny u. 9, 1116 Hungary;47,4447509;19,035149
662;BUDAPEST;Budapest XI. ker.;94;Budapest, Bükköny u. 9, 1116 Hungary;47,4447509;19,035149
663;BUDAPEST;Budapest XI. ker.;95;Budapest, Bükköny u. 9, 1116 Hungary;47,4447509;19,035149
664;BUDAPEST;Budapest XI. ker.;96;Budapest, Bükköny u. 9, 1116 Hungary;47,4447509;19,035149
665;BUDAPEST;Budapest XI. ker.;97;Budapest, Kiskőrös u. 1, 1116 Hungary;47,449716;19,034471
666;BUDAPEST;Budapest XI. ker.;98;Budapest, Kiskőrös u. 1, 1116 Hungary;47,449716;19,034471
667;BUDAPEST;Budapest XI. ker.;99;Budapest, Kiskőrös u. 1, 1116 Hungary;47,449716;19,034471
668;BUDAPEST;Budapest XI. ker.;100;Budapest, Fogócska u. 4, 1119 Hungary;47,454672;19,034629
669;BUDAPEST;Budapest XI. ker.;101;Budapest, Bikszádi u. 11-15, 1119 Hungary;47,46078;19,0385269
670;BUDAPEST;Budapest XI. ker.;102;Budapest, Bikszádi u. 11-15, 1119 Hungary;47,46078;19,0385269
671;BUDAPEST;Budapest XI. ker.;103;Budapest, Mérnök u. 42, 1119 Hungary;47,4642923;19,0362616
672;BUDAPEST;Budapest XI. ker.;104;Budapest, Bikszádi u. 11-15, 1119 Hungary;47,46078;19,0385269
673;BUDAPEST;Budapest XI. ker.;105;Budapest, Bikszádi u. 61, 1119 Hungary;47,461444;19,02911
674;BUDAPEST;Budapest XI. ker.;106;Budapest, Bikszádi u. 61, 1119 Hungary;47,461444;19,02911
675;BUDAPEST;Budapest XI. ker.;107;Budapest, Bikszádi u. 61, 1119 Hungary;47,461444;19,02911
676;BUDAPEST;Budapest XI. ker.;108;Budapest, Bikszádi u. 61, 1119 Hungary;47,461444;19,02911
677;BUDAPEST;Budapest XI. ker.;109;Budapest, Fogócska u. 4, 1119 Hungary;47,454672;19,034629
678;BUDAPEST;Budapest XI. ker.;110;Budapest, Fogócska u. 4, 1119 Hungary;47,454672;19,034629
679;BUDAPEST;Budapest XI. ker.;111;Budapest, Fogócska u. 4, 1119 Hungary;47,454672;19,034629
680;BUDAPEST;Budapest XI. ker.;112;Budapest, Kiskőrös u. 1, 1116 Hungary;47,449716;19,034471
681;BUDAPEST;Budapest XI. ker.;113;Budapest, Kiskőrös u. 1, 1116 Hungary;47,449716;19,034471
682;BUDAPEST;Budapest XI. ker.;114;Budapest, Kecskeméti József u. 14, 1116 Hungary;47,4490576;19,0208013
683;BUDAPEST;Budapest XI. ker.;115;Budapest, Kecskeméti József u. 14, 1116 Hungary;47,4490576;19,0208013
684;BUDAPEST;Budapest XI. ker.;116;Budapest, Kecskeméti József u. 14, 1116 Hungary;47,4490576;19,0208013
685;BUDAPEST;Budapest XI. ker.;117;Budapest, Kecskeméti József u. 14, 1116 Hungary;47,4490576;19,0208013
686;BUDAPEST;Budapest XI. ker.;118;Budapest, Kamaraerdei út 16, 1112 Hungary;47,437823;18,979363
687;BUDAPEST;Budapest XII. ker.;1;Budapest, Csaba u. 16c, 1122 Hungary;47,5046839;19,0202752
688;BUDAPEST;Budapest XII. ker.;2;Budapest, Ráth György u. 18-20, 1122 Hungary;47,4999199;19,0206906
689;BUDAPEST;Budapest XII. ker.;3;Budapest, Orbánhegyi út 3a, 1126 Hungary;47,4964258;19,0173441
690;BUDAPEST;Budapest XII. ker.;4;Budapest, Városmajor u. 59, 1122 Hungary;47,5069241;19,014972
691;BUDAPEST;Budapest XII. ker.;5;Budapest, Csaba u. 16c, 1122 Hungary;47,5046839;19,0202752
692;BUDAPEST;Budapest XII. ker.;6;Budapest, Csaba u. 16c, 1122 Hungary;47,5046839;19,0202752
693;BUDAPEST;Budapest XII. ker.;7;Budapest, Kiss János altábornagy u. 31-33, 1126 Hungary;47,4930456;19,0204631
694;BUDAPEST;Budapest XII. ker.;8;Budapest, Kiss János altábornagy u. 31-33, 1126 Hungary;47,4930456;19,0204631
695;BUDAPEST;Budapest XII. ker.;9;Budapest, Orbánhegyi út 3a, 1126 Hungary;47,4964258;19,0173441
696;BUDAPEST;Budapest XII. ker.;10;Budapest, Városmajor u. 59, 1122 Hungary;47,5069241;19,014972
697;BUDAPEST;Budapest XII. ker.;11;Budapest, Diana u. 4, 1125 Hungary;47,4996145;18,9921797
698;BUDAPEST;Budapest XII. ker.;12;Budapest, 37/a, Diana u. 35, 1125 Hungary;47,4997122;19,0056253
699;BUDAPEST;Budapest XII. ker.;13;Budapest, Fodor u. 2c, 1126 Hungary;47,4987121;19,0083911
