választókerület;szavazókör;Fidesz-KDNP;Összefogás;Jobbik;LMP;megjelent;összes választó;Szavazókör címe
k09;sz1223;162;139;77;25;414;743;Berzsenyi u. 8. (Kispesti Puskás Ferenc Ált. Isk.)
k09;sz1224;155;196;54;24;457;669;Eötvös u. 13. (Kispesti Eötvös József Ált. Isk.)
k09;sz1225;138;133;54;21;362;637;Eötvös u. 13. (Kispesti Eötvös József Ált. Isk.)
k09;sz1226;155;176;72;24;454;715;Eötvös u. 13.( Kispesti Eötvös József Ált. Isk. )
k09;sz1227;245;236;83;42;636;929;Teleki u. 50.( KMO)
k09;sz1228;168;286;109;33;610;891;Csokonai u. 9.( Kispesti Vass Lajos Ált. Isk.)
k09;sz1229;212;254;95;43;621;904;Csokonai u. 9.( Kispesti Vass Lajos Ált. Isk.)
k09;sz1230;192;286;85;30;605;958;Csokonai u. 9.( Kispesti Vass Lajos Ált. Isk.)
k09;sz1231;146;187;70;32;444;708;Vécsey u.13. (Kispesti Waldorf Óvoda, Ált. Isk.)
k09;sz1232;152;169;71;23;436;661;Csokonai u. 9.( Kispesti Vass Lajos Ált. Isk.)
k09;sz1233;293;277;81;52;725;1053;Csokonai u. 9. (Kispesti Vass Lajos Ált. Isk.)
k09;sz1234;278;229;76;38;645;924;Vécsey u. 13. (Kispesti Waldorf Óvoda, Ált. Isk.)
k09;sz1235;181;213;72;28;507;765;Vécsey u. 13. (Kispesti Waldorf Óvoda, Ált. Isk.)
k09;sz1236;165;162;74;25;442;728;Berzsenyi u. 8.( Kispesti Puskás Ferenc Ált. Isk.)
k09;sz1237;222;245;81;28;592;896;Berzsenyi u. 8.( Kispesti Puskás Ferenc Ált. Isk.)
k09;sz1238;180;189;75;22;480;832;Berzsenyi u. 8.( Kispesti Puskás Ferenc Ált. Isk.)
k09;sz1239;195;265;78;30;590;856;Dobó Katica u. 18. (Forrásház)
k09;sz1240;193;232;76;39;561;793;Dobó Katica u. 18.( Forrásház)
k09;sz1241;222;240;102;38;631;934;Dobó Katica u. 18.( Forrásház )
k09;sz1242;266;273;91;41;694;1055;Fõ u. 22.( Kispesti Vigadó)
k09;sz1243;188;229;95;39;570;1097;Fõ u. 22. (Kispesti Vigadó)
k09;sz1244;181;304;81;38;613;860;Árpád u. 14. (Kispesti Bolyai János Ált. Isk.)
k09;sz1245;248;295;72;38;674;990;Árpád u. 14. (Kispesti Bolyai János Ált. Isk.)
k09;sz1246;215;300;83;44;665;950;Árpád u. 14. (Kispesti Bolyai János Ált. Isk.)
k09;sz1247;132;222;87;35;500;831;Árpád u. 14. (Kispesti Bolyai János Ált. Isk.)
k09;sz1248;195;244;87;28;570;836;Árpád u. 14. (Kispesti Bolyai János Ált. Isk.)
k09;sz1249;175;278;84;28;588;893;Zrínyi u. 6. (Kispesti Gyöngykagyló Óvoda)
k09;sz1250;152;208;78;28;487;765;Zrínyi u. 6. (Kispesti Gyöngykagyló Óvoda)
k09;sz1251;198;254;83;39;603;899;Zrínyi u. 6. (Kispesti Gyöngykagyló Óvoda)
k09;sz1252;200;239;98;45;615;1009;Ady Endre út 73-75. (Kispesti Ady Endre Ált. Isk.)
k16;sz1253;153;166;62;33;428;578;Pannónia út 12. (Kispesti Pannónia Ált. Isk.)
k16;sz1254;168;169;47;44;437;621;Pannónia út 12. (Kispesti Pannónia Ált. Isk.)
k16;sz1255;203;121;39;45;426;599;Pannónia út 12. (Kispesti Pannónia Ált. Isk.)
k16;sz1256;278;247;92;65;710;944;Hungária út 11. (Kispesti Erkel Ferenc Ált. Isk.)
k16;sz1257;194;176;54;41;485;651;Gutenberg krt. 6. (Kispesti Deák Ferenc Gimn.)
k16;sz1258;163;154;39;45;422;582;Hungária út 28. (Kispesti Kós Károly Ált. Isk.)
k16;sz1259;175;176;59;47;477;613;Hungária út 28. (Kispesti Kós Károly Ált. Isk.)
k16;sz1260;163;185;72;34;471;662;Hungária út 36. (Hungária Ált. Isk.)
k16;sz1261;298;290;98;54;772;1144;Hungária út 36. (Hungária Ált. Isk.)
k16;sz1262;187;188;62;56;514;702;Gutenberg krt. 6. (Kispesti Deák Ferenc Gimn.)
k16;sz1263;244;211;81;74;638;873;Gutenberg krt. 6. (Kispesti Deák Ferenc Gimn.)
k16;sz1264;151;173;65;46;457;641;Gutenberg krt. 6. (Kispesti Deák Ferenc Gimn.)
k16;sz1265;191;181;70;35;499;792;Petõfi u. 56. (Reménység Ált. Isk.)
k16;sz1266;268;252;96;50;700;1037;Petõfi u. 56. (Reménység Ált. Isk.)
k16;sz1267;203;164;67;35;495;662;Petõfi u. 56. (Reménység Ált.  Isk.)
k09;sz1268;168;160;53;25;426;668;Ady Endre út 73-75. (Kispesti Ady Endre  Ált. Isk)
k16;sz1269;283;289;93;48;747;1101;Szegfû u. 10. (Jeriko Gimn. és Szki.)
k16;sz1270;184;221;72;37;534;930;Szegfû u. 10. (Jeriko Gimn. és Szki.)
k16;sz1271;234;197;96;28;575;829;Szegfû u. 10. (Jeriko Gimn. és Szki.)
k16;sz1272;183;201;62;41;503;714;Fõ u. 143. (Kispesti Gábor Áron Ált. Isk.)
k16;sz1273;233;275;76;37;646;985;Fõ u. 143. (Kispesti Gábor Áron Ált. Isk.)
k16;sz1274;170;187;77;22;467;664;Nádasdy u. 98. (Kispesti Gábor Áron Ált. Isk.)
k16;sz1275;154;207;54;23;451;664;Nádasdy u. 98. (Kispesti Gábor Áron Ált. Isk.)
k16;sz1276;174;295;83;31;610;906;Csengõ u. 1-3. (Semmelweis Ignác Szki. és Gimn.)
k16;sz1277;176;245;83;39;574;789;Katona József u. 2. (Sportpálya, KAC)
k16;sz1278;262;232;93;42;676;864;Kelet u. 8. (Kispesti Mézeskalács Óvoda)
k16;sz1279;213;274;69;43;624;807;Beszterce u. 6. (Kispesti Mézeskalács Óvoda)
k16;sz1280;214;276;82;39;645;842;Beszterce u. 6. (Kispesti Mézeskalács Óvoda)
k16;sz1281;199;187;91;47;556;948;Serény utca 1. (Iskola)
k16;sz1282;279;239;82;101;756;1013;Serény utca 1. (Iskola)
k16;sz1283;157;155;65;18;405;637;Bíró Mihály  utca 1. (Óvoda)
k16;sz1284;157;163;89;20;448;741;János utca 4. (Iskola)
k16;sz1285;212;245;81;27;594;915;János utca 4. (Iskola)
k16;sz1286;577;498;241;128;1515;2000;János utca 4. (Iskola)
k16;sz1287;149;193;89;22;473;745;János utca 4. (Iskola)
k16;sz1288;217;287;98;49;694;1020;Bíró Mihály utca 1. (Óvoda)
k16;sz1289;183;225;96;33;562;952;Bíró Mihály utca 1. (Óvoda)
k16;sz1290;160;157;87;31;463;766;Lajtha László utca 7. (Iskola)
k16;sz1291;161;207;94;30;519;991;Lajtha László utca 7. (Iskola)
k16;sz1292;159;221;71;11;497;864;Lajtha László utca 7. (Iskola)
k16;sz1293;260;244;82;45;671;1031;Ady Endre utca 98. (Iskola)
k16;sz1294;140;165;71;39;434;780;Kálmán utca 15. (Iskola)
k16;sz1295;155;151;78;16;424;791;Tátra tér 1. (Iskola)
k16;sz1296;143;143;98;30;443;923;Kálmán utca 15. (Iskola)
k16;sz1297;214;153;105;22;536;936;Kálmán utca 15. (Iskola)
k16;sz1298;145;124;72;17;371;682;Rákóczi  utca 82-84. (Óvoda)
k16;sz1299;360;326;123;33;885;1370;Rákóczi utca 82-84. (Óvoda)
k16;sz1300;291;223;118;35;695;1143;Mártírok útja 47. (Iskola)
k16;sz1301;224;203;91;31;574;818;Mártírok útja 47. (Iskola)
k16;sz1302;209;201;114;19;569;871;Mártonffy utca 76-84. (Óvoda)
k16;sz1303;174;182;81;22;475;687;Mártonffy utca 76-84. (Óvoda)
k16;sz1304;178;171;69;21;457;649;Tátra tér 1. (Iskola)
k16;sz1305;187;221;68;39;536;862;Tátra tér 1. (Iskola)
k16;sz1306;191;216;90;34;552;840;Ady Endre utca 98. (Iskola)
k16;sz1307;166;227;90;32;546;840;Ady Endre utca 98. (Iskola)
k16;sz1308;167;214;98;20;516;784;Ady Endre utca 98. (Iskola)
k16;sz1309;170;171;73;27;460;697;Ady Endre utca 98. (Iskola)
k16;sz1310;191;189;89;24;516;811;Ady Endre utca 98. (Iskola)
k16;sz1311;161;213;59;25;484;692;Ady Endre utca 98. (Iskola)
k16;sz1312;141;184;67;16;422;670;Ady Endre utca 98. (Iskola)
k16;sz1313;149;205;42;18;440;643;Attila utca 25-27. (Iskola)
k16;sz1314;187;181;87;21;500;803;Ady Endre utca 142. (Iskola)
k16;sz1315;203;207;104;27;564;906;Ady Endre utca 142. (Iskola)
k16;sz1316;191;163;89;26;506;922;Attila utca 25-27. (Iskola)
k16;sz1317;182;245;78;23;541;876;Vörösmarty utca 128. (Iskola)
k16;sz1318;165;152;88;17;440;720;Lázár utca 20. (Iskola)
k16;sz1319;233;187;94;30;574;956;Lázár utca 20. (Iskola)
k16;sz1320;247;211;104;25;616;975;Köztársaság tér 1. (Óvoda)
k16;sz1321;187;208;90;25;540;743;Köztársaság tér 1. (Óvoda)
k16;sz1322;233;236;82;29;615;988;Lázár utca 20. (Iskola)
k16;sz1323;195;193;82;17;507;746;Lázár utca 20. (Iskola)
k16;sz1324;210;141;87;24;495;796;Lázár utca 20. (Iskola)
k16;sz1325;202;248;89;36;603;892;Lázár utca 20. (Iskola)
k16;sz1326;131;184;71;17;428;599;Mártírok útja 205. (Iskola)
k16;sz1327;218;242;90;37;617;878;Mártírok útja 205. (Iskola)
k16;sz1328;182;167;66;26;461;687;Mártírok útja 205. (Iskola)
k16;sz1329;226;271;97;28;644;910;Mártírok útja 205. (Iskola)
k16;sz1330;221;238;111;38;637;1005;Mártírok útja 205. (Iskola)
k16;sz1331;168;203;102;43;546;753;Mártírok útja 205. (Iskola)
k16;sz1332;172;242;84;21;544;825;Magyarok Nagyasszonya tér 22. (Iskola)
k16;sz1333;139;210;68;29;470;683;Magyarok Nagyasszonya tér 22. (Iskola)
k16;sz1334;198;245;86;24;583;858;Magyarok Nagyasszonya tér 22. (Iskola)
k16;sz1335;189;199;78;12;494;797;Magyarok Nagyasszonya tér 22. (Iskola)
k16;sz1336;208;213;96;37;587;948;Magyarok Nagyasszonya tér 22. (Iskola)
k16;sz1337;204;201;100;26;555;815;Magyarok Nagyasszonya tér 22. (Iskola)
k16;sz1338;242;226;113;35;641;1038;Vörösmarty utca 128. (Iskola)
k16;sz1339;141;259;89;18;541;837;Vörösmarty utca 128. (Iskola)
k16;sz1340;180;235;109;18;575;932;Vörösmarty utca 128. (Iskola)
k16;sz1341;124;145;68;14;375;653;Vörösmarty utca 128. (Iskola)
k17;sz1342;238;224;103;39;630;862;Szárcsa u.9-11. (Szárcsa  Ált.Iskola)
k17;sz1343;242;197;98;38;607;843;Szent István út 230. (Királyerdei Mûv.Ház.)
k17;sz1344;242;204;75;30;583;799;Szent István út 230. (Királyerdei Mûv.Ház )
k17;sz1345;222;175;108;27;561;782;Szent István út 230. (Királyerdei Mûv.Ház)
k17;sz1346;219;238;109;48;641;905;Szent István út 230. (Királyerdei Múv.Ház)
k17;sz1347;210;194;84;41;577;815;Szárcsa u.9-11. (Szárcsa  Ált.Iskola)
k17;sz1348;176;187;67;32;486;742;Szárcsa u.9-11. (Szárcsa  Ált.Iskola)
k17;sz1349;197;251;78;32;583;818;Szent István út 232. (Eötvös József Ált.Isk.)
k17;sz1350;158;213;81;44;531;764;Szent István út 232. (Eötvös József Ált.Isk.)
k17;sz1351;226;219;130;42;646;922;Szent István út 232. (Eötvös József Ált.Isk.)
k17;sz1352;181;248;94;33;584;809;Szent László u.84. (Kék Ált.Iskola)
k17;sz1353;194;254;112;33;623;866;Szent László u.84. (Kék Ált.Iskola)
k17;sz1354;209;240;86;30;596;856;Szent László u.84. (Kék Ált.Iskola)
k17;sz1355;220;232;79;37;596;836;Szent István út 230. (Királyerdei Mûv.Ház)
k17;sz1356;591;551;260;98;1579;2002;Szent István út 230. (Királyerdei Mûv.Ház)
k17;sz1357;281;205;85;26;623;894;Szent István út 230. (Királyerdei Mûv.Ház)
k17;sz1358;300;287;94;51;762;1041;Hollandi u.8. (Ifjúsági Tábor ebédlõ)
k17;sz1359;260;245;81;56;670;907;Széchenyi u.93. (Gr.Széchenyi I. Ált.Isk.)
k17;sz1360;201;243;63;44;576;802;Rákóczi tér 34. (Rákóczi Kert)
k17;sz1361;230;224;65;36;580;778;Kolozsvári u.61-65. (Mátyás Király Ált.Isk.)
k17;sz1362;205;224;105;31;590;815;Táncsics M.u.92. (Jedlik Ányos Gimnázium)
k17;sz1363;164;242;69;22;526;745;Táncsics M.u.92. (Jedlik Ányos Gimnázium)
k17;sz1364;167;185;105;45;525;804;Széchenyi u.93. (Gr.Széchenyi I. Ált.Isk.)
k17;sz1365;185;167;91;35;504;828;Széchenyi u.93. (Gr.Széchenyi I. Ált.Isk.)
k17;sz1366;162;193;114;43;538;869;Széchenyi u.93. (Gr.Széchenyi I. Ált.Isk.)
k17;sz1367;217;217;63;33;554;832;Katona J.u.60. (Katona József Ált.Iskola)
k17;sz1368;196;180;74;33;516;770;Táncsics M.u.69. (Humán Szolg. Igazg.)
k17;sz1369;202;168;84;29;518;840;Kiss János Atb.10-12. (Nevelési Tanácsadó)
k17;sz1370;155;148;83;23;429;754;Ady Endre út 61-63. (Magyar Vöröskereszt)
k17;sz1371;176;147;83;26;462;782;Csete B.u. 6-8. (Csete Balázs Középiskola)
k17;sz1372;126;206;106;21;484;812;Csete B.u. 1-11. (Lajtha László Ált.Iskola)
k17;sz1373;205;265;103;28;646;978;Kiss János Atb.u. 10-12. (Hétszínvirág Óvoda)
k17;sz1374;164;231;114;13;557;915;Csete B.u. 6-8. (Csete Balázs Középiskola)
k17;sz1375;140;136;65;14;367;780;Ady Endre út 61-63. (Magyar Vöröskereszt)
k17;sz1376;114;96;52;20;298;750;Kossuth L.u.12. (Kossuth L. Szakközépiskola)
k17;sz1377;177;151;85;34;474;784;Kossuth L.u.12. (Kossuth L. Szakközépiskola)
k17;sz1378;196;190;63;36;509;809;II.Rákóczi F.u.88-90. (Volt Általános Iskola)
k17;sz1379;158;109;93;27;414;868;II.Rákóczi F.u.88-90. (Volt Általános Iskola)
k17;sz1380;243;259;87;42;671;1036;II.Rákóczi F.u.106. (Karácsony Sándor Ált. Isk.)
k17;sz1381;181;176;109;24;519;898;Táncsics M.u.69. (Humán Szolg. Igazg.)
k17;sz1382;146;123;84;10;391;1100;Posztógyár u. 4. (óvoda)
k17;sz1383;182;197;86;26;517;928;Posztógyár u. 4. (óvoda)
k17;sz1384;205;227;122;36;624;979;II.Rákóczi F.u.106. (Karácsony Sándor Ált. Isk.)
k17;sz1385;183;186;75;28;494;785;Táncsics M.u.92. (Jedlik Ányos Gimnázium)
k17;sz1386;148;183;96;19;475;759;Táncsics M.u.92. (Jedlik Ányos Gimnázium)
k17;sz1387;140;177;85;31;456;844;Posztógyár u. 4. (óvoda)
k17;sz1388;168;153;83;16;437;745;Kossuth Lajos u. 140. (Gyermeksziget tagóvoda)
k17;sz1389;203;211;87;27;552;801;Kolozsvári u.61-65.  (Mátyás Király Ált.Isk.)
k17;sz1390;206;267;117;44;665;927;dr.Koncz János tér 1.(Herman Ottó Ált.Iskola)
k17;sz1391;206;194;101;25;561;859;dr.Koncz János tér 1. (Herman Ottó Ált.Iskola)
k17;sz1392;203;236;108;37;621;931;Simon B. sétány 4-8. (Nagy Imre ÁMK)
k17;sz1393;190;188;89;26;520;829;Simon B. sétány 4-8. (Nagy Imre ÁMK)
k17;sz1394;204;179;115;42;570;902;Simon B. sétány 4-8. (Nagy Imre ÁMK )
k17;sz1395;189;229;108;45;596;861;dr.Koncz János tér 1. (Herman Ottó Ált.Iskola)
k17;sz1396;247;256;114;40;679;994;Tejút u.2. (Vermes Miklós Ált.Iskola)
k17;sz1397;143;170;105;16;466;843;Vénusz u.2. (Radnóti Miklós Mûv.Ház)
k17;sz1398;200;263;89;30;613;980;Iskola tér 45. (Kölcsey Ferenc Ált.Iskola)
k17;sz1399;231;257;139;55;714;1024;Erdõsor utca 110-112. (óvoda)
k17;sz1400;218;325;104;51;735;1010;Erdõsor utca 110-112. (óvoda)
k17;sz1401;180;278;111;45;634;895;Erdõsor utca 110-112. (óvoda)
k17;sz1402;201;233;84;33;583;805;Erdõsor utca 110-112. (óvoda)
k17;sz1403;203;185;78;23;531;884;Tejút u.10. (Móra Ferenc Ált.Iskola)
k17;sz1404;192;195;76;30;527;830;Tejút u.12. (Fodor József Eü.Szakközépiskola)
k17;sz1405;183;214;115;40;590;897;Tejút u.2. (Vermes Miklós Ált.Iskola)
k17;sz1406;207;141;103;20;501;953;II.Rákóczi F.út 345. (Vizmûvek Zrt.)
k17;sz1407;174;230;124;37;598;986;Simon B. sétány 4-8. (Nagy Imre ÁMK)
k17;sz1408;144;125;157;33;490;885;Tejút u.2. (Vermes Miklós Ált.Iskola)
k17;sz1409;221;260;123;48;685;1009;Vénusz u.2. (Radnóti Miklós Mûv.Ház)
k17;sz1410;147;264;92;35;559;819;Erdõsor utca 110-112. (óvoda)
k17;sz1411;188;181;131;28;562;1102;Simon B. sétány 4-8. (Nagy Imre ÁMK)
k18;sz1412;374;326;98;61;873;1061;Tompa utca 2-4. (Kolonics György Általános Iskola)
k18;sz1413;357;248;85;49;756;966;Tompa utca 2-4. (Kolonics György Általános Iskola)
k18;sz1414;414;301;86;65;900;1157;Tompa utca 2-4. (Kolonics György Általános Iskola)
k18;sz1415;344;321;98;68;856;1138;Kápolna utca 2-4. (Kozmutza Általános Iskola)
k18;sz1416;509;321;105;72;1037;1284;Anna utca 13-15. (BNA Gimnázium)
k18;sz1417;405;340;101;65;951;1262;Tompa utca 2-4. (Kolonics György Általános Iskola)
k18;sz1418;230;277;113;37;682;1025;Anna utca 13-15. (BNA Gimnázium)
k18;sz1419;227;218;91;24;591;922;Anna utca 13-15. (BNA Gimnázium)
k18;sz1420;772;593;245;154;1831;2322;Szent István tér 1. (Nádasdy Általános Iskola)
k18;sz1421;140;144;62;21;381;681;Szent István tér 1. (Nádasdy Általános Iskola)
k18;sz1422;347;275;122;36;804;1208;Dózsa György út 84-94. (Baross Általános Iskola)
k18;sz1423;444;314;102;82;968;1248;Gádor utca 101-105. (Gádor Általános Iskola)
k18;sz1424;369;258;108;42;812;1182;Árpád utca 2. (Árpád Utcai Általános Iskola)
k18;sz1425;351;329;134;42;889;1161;Ják utca 44-46. (Zöldecske Tagóvoda)
k18;sz1426;349;237;116;30;761;1045;Árpád utca 2. (Árpád Utcai Általános Iskola)
k18;sz1427;389;266;153;39;873;1219;Dózsa György út 84-94. (Baross Általános Iskola)
k18;sz1428;320;214;75;44;678;966;Árpád utca 2. (Árpád Utcai Általános Iskola)
k18;sz1429;275;209;87;36;632;1030;Árpád utca 2. (Árpád Utcai Általános Iskola)
k18;sz1430;384;280;74;50;810;1092;Kápolna utca 2-4. (Kozmutza Általános Iskola)
k18;sz1431;330;353;88;51;865;1156;Gádor utca 101-105. (Gádor Általános Iskola)
k18;sz1432;357;299;134;50;867;1178;Gádor utca 101-105. (Gádor Általános Iskola)
k18;sz1433;317;299;96;32;776;1028;Gádor utca 101-105. (Gádor Általános Iskola)
k18;sz1434;374;297;135;39;892;1240;Pannónia utca 50. (Herman Ottó Általános Iskola)
k18;sz1435;443;274;96;41;881;1194;Dózsa György út 84-94. (Baross Általános Iskola)
k18;sz1436;324;249;103;44;762;1033;Pannónia utca 50. (Herman Ottó Általános Iskola)
k18;sz1437;293;301;110;42;771;1107;Dózsa György út 84-94. (Baross Általános Iskola)
k18;sz1438;409;328;89;55;916;1205;Dévény utca 62. (Herman Ottó Általános Iskola)
k18;sz1439;410;300;115;37;896;1214;Közgazdász utca 9-11. (Kempelen Farkas Gimnázium)
k18;sz1440;354;324;123;44;881;1289;Közgazdász utca 9-11. (Kempelen Farkas Gimnázium)
k18;sz1441;359;262;133;47;831;1211;Bartók Béla út 6. (Bartók Általános Iskola)
k18;sz1442;331;322;120;28;833;1134;Bartók Béla út 6. (Bartók Általános Iskola)
k18;sz1443;356;314;120;45;861;1188;Rákóczi út 16. (Rózsakerti Általános Iskola)
k18;sz1444;356;290;129;37;856;1229;Bartók Béla út 6. (Bartók Általános Iskola)
k18;sz1445;332;249;125;31;756;1130;Dózsa György út 84-94. (Baross Általános Iskola)
k18;sz1446;321;227;133;47;774;1218;Nagytétényi út 291. (Hugonnai Általános Iskola)
k18;sz1447;388;275;133;39;871;1376;Bartók Béla út 6. (Bartók Általános Iskola)
k18;sz1448;377;253;130;47;837;1284;Nagytétényi út 291. (Hugonnai Általános Iskola)
k17;sz1449;164;122;70;24;397;649;Nyír utca 22. fsz. 1. (Fekete István Ált. Isk.)
k17;sz1450;168;175;73;36;480;700;Nyír utca 22. fsz. 2. (Fekete István Ált. Isk.)
k17;sz1451;185;172;81;34;495;682;Nyír utca 22. fsz. 3. (Fekete István Ált. Isk.)
k17;sz1452;218;220;105;33;603;809;Dinnyehegyi köz 2. fsz. 10. (Török Flóris Ált.Isk)
k17;sz1453;100;212;98;48;485;734;Dinnyehegyi köz 2. fsz.11.  (Török Flóris Ált.Isk.
k17;sz1454;156;160;86;60;485;671;Dinnyehegyi köz 2. fsz.13. (Török Flóris Ált.Isk.)
k17;sz1455;214;193;108;31;581;923;Nyír utca 22. Ebédlõ (Fekete István Ált. Isk.)
k17;sz1456;152;124;89;32;427;614;Csillag utca 1. Fogl. terem 1. (Óvoda)
k17;sz1457;124;156;75;19;394;612;Csillag utca 1. Fogl. terem 2. (Óvoda)
k17;sz1458;163;151;88;25;451;641;Rézöntõ utca 24. Fogl. terem 1. (Óvoda)
k17;sz1459;161;127;84;18;417;668;Rézöntõ utca 24. Fogl. terem 2. (Óvoda)
k17;sz1460;215;164;129;25;554;824;Templom utca 10. Fogl. terem 1. (Óvoda)
k17;sz1461;162;162;103;13;458;645;Táncsics M. utca 25-33. fsz. 17. (Páneurópa Isk.)
k17;sz1462;183;138;111;21;478;788;Táncsics M. utca 25-33. fsz. 18. (Páneurópa Isk.)
k17;sz1463;142;144;103;24;428;697;Hõsök tere 18-20. fsz. 2. (Grassalkovich A. Isk.)
k17;sz1464;171;140;104;24;466;775;Hõsök tere 18-20. fsz. 1. (Grassalkovich A. Isk.)
k17;sz1465;198;123;83;44;476;691;Szitás utca 99. Fogl. terem 1. (Óvoda)
k17;sz1466;138;106;105;18;382;721;Szitás utca 99. Fogl. terem 2. (Óvoda)
k17;sz1467;198;179;104;38;554;786;Templom utca 167. Fogl. terem 1. (Óvoda)
k17;sz1468;164;112;103;23;425;685;Templom utca 167. Fogl. terem 2. (Óvoda)
k17;sz1469;191;146;92;23;466;737;Sodronyos utca 28. fsz. 20. (Mikszáth K. Ált.Isk.)
k17;sz1470;218;180;118;34;603;893;Sodronyos utca 28. fsz. 21. (Mikszáth K. Ált.Isk.)
k17;sz1471;179;127;107;31;461;710;Sodronyos utca 28. fsz. 22. (Mikszáth K. Ált.Isk.)
k17;sz1472;174;151;88;26;458;676;Dél utca 2. (Irodaépület)
